ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF035	RBFOX2	IL6ST	1	chr22	35936754	chr5	55944668	7f88a315-e653-4296-83a4-0b1f6b231192
GF036	OOEP	RPL39	63	chr6	73373210	chrX	119791624	fe0589d5-29d4-45cd-8db2-ceb5baf82366,0018db1f-dec4-4b4d-bf62-98595f4e6860,004d874d-0631-4022-8469-95cf26872c2c,018ae80e-3e53-4f45-9234-861c0c09bc6f,09219f8d-4f8b-4a3b-9098-d74e4958c3f9,1319c33e-9234-48d1-a983-743683bb8713,136287c7-5290-46b8-a992-6eff77389a1e,2126e256-1004-4e59-9917-590609f7dac5,25d114c6-aa39-4a93-9b9e-354e32804454,2890e472-f36d-4bf3-836b-2d4d85c9d931,28c51926-22df-409e-b77c-968a7aa213bf,2ac0ea49-a8e1-4f7b-a148-926652f26615,300b8ca9-a1b3-43cd-838c-920c69fbe65e,371d7841-5d15-4bc9-a03d-5920f99d25e6,3d938d5d-200f-4647-9f42-d5f5e0c0d797,3e55c6f5-1cea-404a-a153-b4fed9b6ef63,474dc0ba-fc13-4bb4-8a94-0923bc2c3862,51943a4b-f089-4d2a-ac74-d8e779f60d51,520bb736-c35e-4942-bd0d-991f56b6cb4b,5987fa49-faee-42f7-ba63-2878f407bee4,6fd50d8d-bf5e-428a-a8db-84ff3797874c,71ff6853-f8e2-418f-bb65-2ce501766f19,7a2fa59c-d5b0-4599-8ee5-158de8cd8cf7,89653549-0abc-4c9a-9853-68106ac3b631,8c84a403-09d3-4e62-b073-74285c2ac374,9142c64c-b09f-4926-9bb3-a9f9a799dbff,a71b5ce6-9ae7-4006-b477-d65dcad9a14b,ab2e7e3f-9198-4a42-9df4-b9fe53e36ac5,c17629a0-8542-4324-b54d-200e64e9a987,c2c8fe9a-6737-4fe7-af2f-e4fe33344e78,c43ebb55-bffc-4952-9280-3516005240b2,c6ec5572-c919-4a60-b70a-cfe6a14a3364,ca534612-d327-4af2-8f9e-2fc73aee1aa3,cd932518-acc1-49b6-9d87-7359e77ea10d,cf663576-bc37-4215-ad22-dd3ebd36547b,e2f2a1fe-efae-4efb-9d61-73f4066423ca,e9d1f160-be39-44c3-b4b8-1931f581b959,f6441ba8-1af0-4553-b6f8-d415cf5a296a,3c8efe07-b632-439d-8e27-cd0c39b563a4,5c39bbb3-017f-4d30-813b-a33d80cfa147,b1180dbd-1116-4718-ae6a-1eb7afba33cb,097b4b48-e00a-4a84-8aaa-e2c030a274ab,547ea807-2dae-4e8b-88bd-09c63e63cb0d
GF037	OOEP	RPL39	1	chr6	73373297	chrX	119786668	c5f71efb-628e-432f-95d4-61cb1e62f4c0
GF038	ATP5F1B	MT-ATP6	1	chr12	56644926	chrM	8839	001a04c4-18ec-4c97-a3e9-22b3c4e445f9
GF039	RPS12	DDX3X	1	chr6	132814750	chrX	41350198	001a9300-8686-4449-a796-e39abf6df0f8
GF040	MT-ATP6	DDX3X	1	chrM	8579	chrX	41349718	001a9300-8686-4449-a796-e39abf6df0f8
GF042	RPS12	MT-ATP6	3	chr6	132814562	chrM	8789	b1d2e17b-9d2e-42e5-907f-617524165b00
GF041	RPS12	MT-ATP6	1	chr6	132816979	chrM	9042	f3ee1d73-6af6-42d7-8402-a48f248ffe44
GF043	RPS25	RPL31	1	chr11	119018339	chr2	101005960	001b3711-0e59-4fc1-945c-63f4c191709d
GF044	BANF1	CAB39	20	chr11	66002509	chr2	230724886	eba72a82-b5a5-459b-b1e8-cc7af5171cbf,1a78a013-fc50-4acd-94cf-186525b14861,29a7434a-8071-46a4-845e-755f1acd9163,456df5d0-bd49-4f90-a0d6-f7d129dde725,478bce25-25f2-467b-9dd9-805120e7b621,4ed35959-4869-412a-aa47-43c08b3d2971,67b1d87b-3a56-42f7-b159-ff2e2699aec1,aff38388-0924-4cb1-a00a-f82f2de8e9d6,cc47af81-f717-4660-a26e-cabda6a372ac,90ed19ed-48a9-4023-9119-9c8d4cf3e614,02c4363b-090b-4ba3-afee-03c95f30e1e2,5e67d580-f0b5-4f27-a77a-1d9f58bfe3a9,92f11c03-5aa9-4673-b5f6-9039ef5ed8ae,e53e969c-ef16-4770-b436-6036d5fa4c3b,001c1cfa-9071-4a93-b5a2-ca9c830a33b7,dae92abd-5040-4e20-a722-019b3e5efd6c
GF045	RPL41	RBFOX2	130	chr12	56117499	chr22	35838694	f6d81f8d-0383-4e5e-8af5-446f0f12851d,01ab4ba5-cf90-4a4a-a249-304b5ac01571,081d8f80-1f45-44c5-a5d2-423a986d4df1,09038c63-d3a7-4d33-858c-f6a612c369c4,09a030f6-5e61-460e-9dcc-bd5e03f8d7be,0fec21fa-eda7-45a3-b25f-e3ad4453d658,1889b65d-cc31-4ebf-b554-1bffb40f2656,1b62ec45-7faa-4bce-8091-84816ccfb62a,1d731f3c-c3d8-4d0c-80a8-ebefbe973551,24cc0120-8447-4769-83b6-1c6cec166810,2856e674-ff70-4dab-9eb3-a325134a5ab6,2f36b829-5c01-4f23-934b-4335ec5582ec,361575db-dee7-49a1-b2f7-b6b291761e7e,39149cab-1d65-47d3-9e1c-65caf4d194d9,3e51c77f-7882-42cc-86e2-4d2cfd5722db,3fa03cb6-ef57-4b86-98ab-36f2aa4db1dc,46dce710-820e-4b11-81b0-1f0ba4aed98d,4f7c3f33-94e1-4606-b596-53f788fdfeb2,4f81032f-5a5f-45b6-9d20-5d0723a49538,4fd184eb-0fd0-48a6-b8df-2264e31f0b81,50357222-9cb1-4a42-b0a8-8df2fca4e85c,5388815d-5401-4e8c-bc45-dfee7da98fa1,59bf49ae-5c69-42fa-851a-e8a7bf62ef77,5a3a4f3f-7f24-474b-9417-bea71d6753fa,60f59405-3b16-43d2-91a0-59a9a5a51feb,634880ad-ec38-4f79-9e9d-69a2cc4301c8,7481027c-408c-4fb1-b843-0b14a530df05,7960ae4d-8212-45c6-95fc-2d88448d4960,7b9e77ff-8369-4fa9-a93a-cc64b93bb8a2,7c52aa34-0750-495e-9c97-33484c3ad11e,7d7d166e-2285-46b3-b83c-650e6899c321,7e83147c-68eb-4ccc-bad2-94a3db1a0bf8,952c2a48-97ea-4e7b-937f-9eba2a1701ea,a31726e9-1c3c-4dfa-ab67-a40518f55665,acb30acc-ced2-4494-b257-dad8812d4237,ae332bc8-bb72-4a5e-90f4-3cb5e2e984bd,b644fe68-229e-4025-90d6-947bda62d5f1,b664fec6-78b7-4ee5-a99c-652defd360e4,b8166730-2935-410e-b3e4-ff6818f74a15,b98d9a19-3869-4860-b95f-f70fb4abc3cb,bda26b7d-d53b-4a6d-8542-625274fca84c,cdbc89b8-b31f-417f-b267-445de692fd55,d373fb0a-fd4b-455f-ac52-a638dc8bb3bc,dbbb6825-4abe-432d-9151-196baa48c2ba,dc85ad73-20b1-4b73-b3c9-75d6c046e298,e40b49c3-f193-4975-bc4b-c6499ba4a8c5,e6e85d81-1b1a-45e7-b1a5-4de19c9db9f8,f21ce284-0af1-4eb9-b502-28a8a903eb0c,88bc047b-0bc9-4411-8ff5-cf4ebb07c8e5,10febeed-2421-4113-a264-9bef41176a62,1840628e-6b09-40fc-ac81-627e33e4d08d,239b26be-8cb9-4308-a51f-77343e74e469,24a2e35d-9447-4b80-a325-f38474b647a4,363b1861-0368-42f1-8ab7-fa7f8bda27ff,41b829fc-7567-4837-ad60-51c5998deac0,675df0d4-6345-4f59-8c8b-a94184f63d14,788bf3be-4d3d-4f93-9375-eac02a909a1d,a18f2d38-88d6-445f-84b6-c7059548a569,bfc25b9a-470d-47b7-bd57-bc2073e1be61,db830095-fa55-49f6-ae89-b7553eab00c3,dffaa904-84e1-485d-9a0e-68bd3a5089ab,e94652fe-0588-4d48-997e-788d4d865c12
GF046	PRDX4	PIN4	1	chrX	23686363	chrX	72272611	001d99e9-a241-4b4b-99ce-60ddd841df89
