##VERSION=0.4.1
##SAMPLE=UnnamedSample
##READTYPE=UNKNOWN
##TIME=2024-08-16T00:11:48.379522685Z
##COMMAND=pbfusion discover --gtf /Reference/annotation.bin --output-prefix /dataset/pbfusion/pbfusion --threads 50 --min-coverage 1 -b /dataset/pbfusion/Hct116_ONT_dcDNA_Q10.bam
##INFO=<ID=RC,Number=1,Type=Int,Description="Number of reads supporting breakpoints">
##INFO=<ID=MD,Number=1,Type=Float,Description="Mean breakpoint variability (bp)">
##INFO=<ID=GN,Number=List,Type=String,Description="Gene names in breakpoint cluster from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GI,Number=List,Type=String,Description="Gene IDs from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GC,Number=List,Type=Int,Description="Read support counts per gene name">
##INFO=<ID=CL,Number=1,Type=String,Description="Annotation of alignment classes [Fusion, ReadThrough, Unannotated, or SenseAntisense]">
##INFO=<ID=MQ,Number=2,Type=Float,Description="Phred-encoded mean map qualities for source and sink breakpoints, respectively; averaged in error probability space, not phred scores">
##INFO=<ID=MI,Number=2,Type=Float,Description="Mean alignment identity for the source and sink breakpoints, respectively">
##INFO=<ID=SA,Number=2,Type=Int,Description="Supplemental alignment counts for the source and sink">
##INFO=<ID=BP,Number=1,Type=Int,Description="Number of breakpoint pairs in cluster">
##INFO=<ID=EX,Number=2,Type=Int,Description="Counts of exonic breakpoints for the source and sink">
##INFO=<ID=IN,Number=2,Type=Int,Description="Counts of intronic breakpoints for the source and sink">
##INFO=<ID=AC,Number=List,Type=String,Description="Annotation of all breakpoints supported by reads in this cluster.">
##EXTRA=<ID=RN,Number=List,Type=String,Description="Names of reads contributing support">
##EXTRA=<ID=ON,Number=List,Type=String,Description="Names of reads contributing support if read clustering was used">
##EXTRA=<ID=CB,Number=List,Type=String,Description="Single cell barcodes contributing support">
#chr1	start1	end1	chr2	start2	end2	id	score	strand1	strand2	info	extra
chr1	44959573	44959574	chr1	52688169	52688170	BP1179	MEDIUM	+	-	RC=1;MD=0;GN=CCNB1IP1P1,COA7;GI=ENSG00000229815.1,ENSG00000162377.6;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.869686,0.971388;SA=1,0;BP=1;EX=0,1;IN=0,0;AC=chr1:44959573+/chr1:52688169-	RN=4b4d98df-568d-4d13-a393-6f3531e64f87-ccs;ON=.;CB=.
chr1	45344598	45344599	chr1	45344485	45344486	BP1195	MEDIUM	+	-	RC=1;MD=0;GN=TOE1,TESK2;GI=ENSG00000132773.12,ENSG00000070759.17;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.936809,0.936791;SA=0,1;BP=1;EX=0,1;IN=0,0;AC=chr1:45344598+/chr1:45344485-	RN=06711d56-e094-4620-b622-bac9f701dba7-ccs;ON=.;CB=.
chr1	45567314	45567315	chr7	99622189	99622190	BP29	MEDIUM	+	+	RC=1;MD=0;GN=AKR1A1,ZSCAN25;GI=ENSG00000117448.14,ENSG00000197037.11;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.954426,0.936513;SA=1,0;BP=1;EX=1,0;IN=0,1;AC=chr1:45567314+/chr7:99622189+	RN=f38268f1-0b28-4fab-96a4-920086252c7f-ccs;ON=.;CB=.
chr1	45584204	45584205	chr8	60938640	60938641	BP32	MEDIUM	+	-	RC=15;MD=10.1;GN=NASP,NASPP1;GI=ENSG00000132780.17,ENSG00000255397.1;GC=15,15;CL=PotentialTransSplicing:15;MQ=28.5841,46.5581;MI=0.953676,0.894001;SA=15,0;BP=15;EX=15,15;IN=0,0;AC=chr1:45584204+/chr8:60938640-	RN=1f89c437-6941-4b2d-b520-3dfcb08be4c7-ccs,6f0b76fc-17cb-4108-9168-c3fdc640f638-ccs,2a084343-4a25-4f79-937b-dd1d1ab3ad20-ccs,5d0b0493-4b7e-430c-9c7a-155cdb376fff-ccs,a93aed69-158c-4e15-9b4e-ae1ffb999bc6-ccs,32dac2f7-ea97-427c-ac3a-e55a8863ee1a-ccs,53324c2c-6c38-40bf-ba74-886be1d875e3-ccs,b854a6a2-b46e-4e65-b85f-5517552bffbb-ccs,51309960-3d1b-48e9-adfa-07db313c1d83-ccs,5377f015-313b-47eb-a1af-89b9e2f7dfb4-ccs,050bf9fb-f0d8-4a6c-8da8-3be824c4a633-ccs,611d9271-5ce7-4c85-8623-499bacc56789-ccs,53ebf85f-e952-4264-a36a-255dbb39d3ee-ccs,8849159d-17d9-46a8-bebb-f5b28fa1bcf0-ccs,1bb0a8bb-1cfe-488e-9f16-8131f9fa9722-ccs;ON=.;CB=.
chr1	45602364	45602365	chr8	60938640	60938641	BP34	MEDIUM	+	-	RC=19;MD=5.16;GN=N/A,NASP,NASPP1;GI=N/A,ENSG00000132780.17,ENSG00000255397.1;GC=2,19,19;CL=PotentialTransSplicing:19;MQ=16.5476,13.7869;MI=0.953409,0.891096;SA=18,3;BP=19;EX=19,19;IN=0,0;AC=chr1:45584039-/chr1:45602251+,chr1:45602364+/chr8:60938640-,chr4:109815526-/chr1:45602251+,chr4:184559526+/chr4:109815760-,chr8:60939763-/chr1:45602251+,chr8:60938640+/chr1:45606590-	RN=e09c8dc8-6843-4c47-b133-bd2238a95b44-ccs,35309c6a-4692-4614-98d4-50189ea4ee1f-ccs,dbb9b4e5-fbfa-47a8-abaf-eebcc6a7fbf4-ccs,37a066de-092b-4889-a5a6-7c5ebee422a9-ccs,a6cc989b-0f46-4239-b2c9-c8e38696c059-ccs,7d406f4c-dad7-4d81-bd58-870baafea1ac-ccs,bc9a7163-7334-4178-96f5-5974b8dae484-ccs,a95b53a7-4170-4cf4-90c2-a204e9db0a90-ccs,9a906135-9b6a-4e3e-a31f-c0385df73e11-ccs,785dc26b-b2b0-4898-a70d-24a3015e5658-ccs,9643a924-33e9-4549-8954-434b331a520e-ccs,fa8d581f-2e7b-4537-a2eb-742078b35530-ccs,4168e552-51f4-40bf-b69a-d68b6ae83fc8-ccs,523f7019-d91c-4135-9bc7-4f2aa18027e8-ccs,c4f75ae8-2052-446f-a966-9421133b5069-ccs,c77b00be-acee-4ccf-af01-c448d7a7c508-ccs,3e32b61d-a8f5-4500-be55-c4130253ca9a-ccs,ea99222c-008a-4fce-b233-73c5751a0fe4-ccs,5e07d7b3-fd7c-4b65-986f-67c22843f2a9-ccs;ON=.;CB=.
chr1	45606589	45606590	chr8	60938640	60938641	BP36	MEDIUM	+	-	RC=34;MD=3.57;GN=NASP,NASPP1;GI=ENSG00000132780.17,ENSG00000255397.1;GC=34,34;CL=PotentialTransSplicing:34;MQ=25.8455,54.6345;MI=0.961894,0.89463;SA=34,0;BP=34;EX=34,34;IN=0,0;AC=chr1:45606589+/chr8:60938640-	RN=8f952471-6540-4705-84f1-2e4e8d5b30da-ccs,f2f0bcf9-76af-4ba8-9df9-ad049386ac79-ccs,2a7f27d7-f880-4bc6-a010-37a71b90b55c-ccs,f66ce5db-b0af-4e73-90c2-b0c6a17f30db-ccs,e61695b3-4e50-4cdd-94cd-658e79008984-ccs,c4521ee3-a70c-4fde-a77f-697c3d958ecd-ccs,8031c3f6-6950-4bdc-a6b5-1eaf99d63776-ccs,dff5053d-0ad2-403c-b86a-028e92f5a804-ccs,46ab88b9-f505-4175-88ba-da85a3940037-ccs,3f9897fd-ae10-424f-9b0a-1f440b2d7b91-ccs,8ba9ca68-95b8-48e4-ba51-af460bbb8afe-ccs,14d1bb29-8300-4b64-b3a2-ad72132a50ef-ccs,9c7a8553-13f5-4b7d-acef-eb88b51ca475-ccs,892faab6-ccd7-4ea2-8b7c-ef8df329c39f-ccs,ee48d859-7525-4ecd-9c5d-55ec2f3faac8-ccs,09dcd549-bb3d-4a23-8cb4-fabc23d8d8cb-ccs,5aaaf029-9c60-46a2-ba11-9d0329eaa03e-ccs,bb598697-3ca5-445e-a4bb-0db9b647c26f-ccs,40c187c2-324b-4333-ae69-0d1ef33352e3-ccs,7da00438-fde5-4971-a7e2-bc114b441d31-ccs,afc12f65-c18f-4bee-a5cf-d40ca5434532-ccs,17be24d8-fdab-40c6-8e35-b42d8f33cd0c-ccs,addbfb77-cc74-4ccf-a909-6afc5c2d98f2-ccs,401f14e9-d228-4b54-84be-cea787804d65-ccs,13c3fbef-82f2-406c-98ba-0234a5300a5a-ccs,0924f4eb-d78e-4294-a9f6-7ab418e3a1ce-ccs,491f9e01-1643-4567-8325-bc52a1d6350a-ccs,5a551f27-b42a-4914-96b3-2d7a9276b122-ccs,1cf80647-467a-42b3-b89b-9a54b0d3f41a-ccs,69102edc-5fd4-463b-b4af-df2fdea1f4c3-ccs,35e9f902-d820-4db5-b1ad-e48a34447433-ccs,57439069-6679-4e0a-a69a-5c8ee07b00af-ccs,edb15e22-24e4-457f-a34d-211add273ed3-ccs,1af43d61-d6d4-44ed-9e88-b87bf5e147a0-ccs;ON=.;CB=.
chr1	45694405	45694406	chr15	44288722	44288723	BP40	MEDIUM	+	+	RC=1;MD=0;GN=IPP,N/A,TMEM69,GOLM2;GI=ENSG00000197429.11,N/A,ENSG00000159596.7,ENSG00000166734.20;GC=1,1,1,1;CL=FUSION:1;MQ=60,60;MI=0.928824,0.9329;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:45690975-/chr1:45693200+,chr1:45693200-/chr1:45691093-,chr1:45694405+/chr15:44288722+	RN=181d0812-a35c-4a58-91f3-4b15a16d61b8-ccs;ON=.;CB=.
chr1	46278470	46278471	chr13	22696783	22696784	BP32	MEDIUM	+	-	RC=1;MD=0;GN=RAD54L,FTH1P7;GI=ENSG00000085999.13,ENSG00000232187.1;GC=1,1;CL=FUSION:1;MQ=7.98968,1;MI=0.949262,0.883173;SA=1,1;BP=1;EX=1,0;IN=0,0;AC=chr1:46278470+/chr13:22696783-	RN=9fc83b53-e5d5-41c0-809b-9ef70378f071-ccs;ON=.;CB=.
chr1	46278791	46278792	chr1	46278932	46278933	BP1226	MEDIUM	+	-	RC=1;MD=0;GN=RAD54L,LRRC41;GI=ENSG00000085999.13,ENSG00000132128.18;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.930769,0.91358;SA=0,1;BP=1;EX=0,1;IN=0,0;AC=chr1:46278791+/chr1:46278932-	RN=f6738c64-7f15-4df9-9019-47a036162e3d-ccs;ON=.;CB=.
chr1	46303718	46303719	chr1	15807695	15807696	BP1232	MEDIUM	+	-	RC=37;MD=16.6;GN=UQCRH,UQCRHL;GI=ENSG00000173660.12,ENSG00000233954.7;GC=37,37;CL=FUSION:37;MQ=31.5886,13.6176;MI=0.965178,0.913783;SA=37,0;BP=37;EX=37,37;IN=0,0;AC=chr1:46303718+/chr1:15807695-	RN=65dc5be7-0ba0-4d1e-bef6-4d0d6c24a166-ccs,3d86b7e0-7985-4d50-9486-a0df649cc069-ccs,a092496e-b211-4438-a6c2-5119811a4366-ccs,ae8663bf-a959-4609-9cbd-4a87d7e56737-ccs,cebb0d98-82c5-4587-9d46-8460231c82b8-ccs,91e6c3ca-9f83-4b49-839c-519039247cd4-ccs,57ff79e7-e9fa-4422-8e3a-6398bc783a1b-ccs,06aa32e0-90d8-4688-bb6b-9cea07dcd0be-ccs,bec829bf-fcd9-4703-83e9-321ac85ec854-ccs,48d250c2-ddae-42c8-8154-cc85a8bee177-ccs,c77eed02-cc53-4f26-8736-8b157861494f-ccs,ab5ea2c0-22cc-4900-badb-a7d28e811c1e-ccs,e9895cd4-d03a-4ea3-b6d5-e3369354d0d1-ccs,d0c9466f-14bd-4f85-a799-6012cca2af87-ccs,0629286a-9c5f-4900-b471-5c100a309cf4-ccs,81ca94e3-019b-40fc-abca-7bdf6f88dbd6-ccs,16c3e62a-dd7a-403f-a28b-eb4a8a9cfde3-ccs,dec9d99e-0b5f-4077-aabb-053bfdbf6c2d-ccs,cd75480b-70f8-4c49-b460-32e904470523-ccs,a5aa9c86-bbcb-4f54-a405-41fe1802b4cf-ccs,068e3e94-463a-4d8b-826b-4e2211457be9-ccs,e39af9df-5720-4a6f-8055-292fac72b94e-ccs,4974cc6a-044f-4890-9836-e84d03d95445-ccs,58420bf9-cf56-45fb-8456-fb3f163653b1-ccs,535c1466-9cf6-42c5-8c7e-7aad6928b3b2-ccs,6466b23c-4e11-4a4f-971e-95736ffc7862-ccs,40b3cbec-f366-4d3a-9afd-ed4ec0d1f22e-ccs,c05a1d68-c8b6-4429-8ea6-1725409e2fa6-ccs,c72bb931-a2e1-49f4-a83a-b8e9cc091c49-ccs,6677e535-63f8-4023-9b49-f76dcd9e2685-ccs,13a315f7-5024-4651-a4f6-4507c05f051c-ccs,874c0887-9673-485c-ab5f-06897679a221-ccs,8bdf6acf-6cd1-4da1-97fd-643f01541811-ccs,ab6660f8-21cc-4075-9d7d-17e79f1714f8-ccs,82f56d53-b2f7-4949-b158-616aacfff154-ccs,029400db-b3e8-46a5-9162-9876da3d1396-ccs,4426c098-a26a-4599-8161-fa7feb4f2ef1-ccs;ON=.;CB=.
chr1	46303718	46303719	chr1	15807695	15807696	BP49	MEDIUM	+	-	RC=1;MD=0;GN=UQCRH,UQCRHL,N/A;GI=ENSG00000173660.12,ENSG00000233954.7,N/A;GC=1,1,1;CL=FUSION:1;MQ=60,3.0103;MI=0.98,0.889745;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:15807167-/chr1:15807167+,chr1:46303718+/chr1:15807695-	RN=78803e40-f399-4e8f-93fe-54e48cd26569-ccs;ON=.;CB=.
chr1	46309119	46309120	chr1	15807561	15807562	BP1234	MEDIUM	+	-	RC=1;MD=0;GN=N/A,UQCRH,UQCRHL;GI=N/A,ENSG00000173660.12,ENSG00000233954.7;GC=1,1,1;CL=FUSION:1;MQ=44.6852,60;MI=0.912237,0.932668;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr1:46305151-/chr1:46306553+,chr1:46306943+/chr1:46308784+,chr1:46309119+/chr1:15807561-	RN=f0a965dd-7a49-474a-8857-bb54db1424a1-ccs;ON=.;CB=.
chr1	46310044	46310045	chr1	15807403	15807404	BP1235	MEDIUM	+	-	RC=5;MD=86.3;GN=UQCRH,UQCRHL;GI=ENSG00000173660.12,ENSG00000233954.7;GC=5,5;CL=FUSION:5;MQ=9.98765,16.7772;MI=0.961032,0.91085;SA=4,1;BP=5;EX=5,5;IN=0,0;AC=chr1:46310044+/chr1:15807403-	RN=1b91b9da-6a00-4d05-9af9-aee68766bd30-ccs,75a50ca5-ac18-4a91-b621-c042b9aeb22b-ccs,da677f04-83bc-4859-b173-1791eed289d8-ccs,dfa3eda3-ea97-4781-8468-50c1380fd551-ccs,2d765662-dc09-4087-a85c-f26e028d614b-ccs;ON=.;CB=.
chr1	46316748	46316749	chr1	15807572	15807573	BP1236	MEDIUM	+	-	RC=1;MD=0;GN=N/A,UQCRH,UQCRHL;GI=N/A,ENSG00000173660.12,ENSG00000233954.7;GC=1,1,1;CL=FUSION:1;MQ=60,60;MI=0.946669,0.899244;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:15807570+/chr1:46316559+,chr1:46316748+/chr1:15807572-	RN=af205207-f86a-4b7a-90da-31c948ec88dd-ccs;ON=.;CB=.
chr1	46558365	46558366	chr1	46557833	46557834	BP1239	MEDIUM	+	-	RC=1;MD=0;GN=MKNK1-AS1,MKNK1;GI=ENSG00000269956.2,ENSG00000079277.22;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.91104,0.895884;SA=0,1;BP=1;EX=0,1;IN=1,0;AC=chr1:46558365+/chr1:46557833-	RN=2ab3d759-a07b-4311-bbf7-a67846eeee95-ccs;ON=.;CB=.
chr1	46742744	46742745	chr2	61185497	61185498	BP37	MEDIUM	+	+	RC=1;MD=0;GN=AHSA2P,ENSG00000236476;GI=ENSG00000173209.23,ENSG00000236476.2;GC=1,1;CL=FUSION:1;MQ=38.993,60;MI=0.878441,0.921569;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:46742744+/chr2:61185497+,chr2:61179171+/chr1:46742456+	RN=db41f128-c331-4073-a4cb-c1884e9169af-ccs;ON=.;CB=.
chr1	48437033	48437034	chr2	201479485	201479486	BP39	MEDIUM	+	+	RC=2;MD=22.5;GN=ENSG00000235105,STRADB;GI=ENSG00000235105.1,ENSG00000082146.13;GC=2,2;CL=FUSION:2;MQ=48.8408,10.0103;MI=0.918823,0.910471;SA=1,1;BP=2;EX=2,2;IN=0,0;AC=chr1:48437033+/chr2:201479485+	RN=8f504443-53f3-46d8-b686-ec2ed9269934-ccs,5b17834c-3a6d-47b1-af3f-260090f40b82-ccs;ON=.;CB=.
chr12	67658292	67658293	chr12	67658409	67658410	BP2327	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000235872,DYRK2;GI=ENSG00000235872.2,ENSG00000127334.11;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.936572,0.922095;SA=0,1;BP=1;EX=0,1;IN=1,0;AC=chr12:67658292-/chr12:67658409+	RN=17ff173c-3d32-4161-b255-46afdfbe19b4-ccs;ON=.;CB=.
chr12	68642546	68642547	chr17	75038963	75038964	BP1227	MEDIUM	-	-	RC=6;MD=29.9;GN=N/A,ATP5PDP4,ATP5PD;GI=N/A,ENSG00000234925.2,ENSG00000167863.12;GC=2,6,6;CL=FUSION:6;MQ=32.024,59.8165;MI=0.90172,0.861887;SA=2,6;BP=6;EX=2,6;IN=0,0;AC=chr12:68642546-/chr17:75038963-,chr12:68643020+/chr12:68642861-	RN=9bc26c6d-a060-40a5-a437-b93a3dee0b84-ccs,9e9f126f-db52-4741-b099-139f56fa4c8d-ccs,6abeba7b-a67a-401a-9acd-785df5304a2b-ccs,6c2bf762-2937-4acc-9aa8-8a109c6390e2-ccs,2a000865-c6c9-4810-a110-bab15e41974d-ccs,7b647490-ec83-42dc-9cb2-557f793b4ee2-ccs;ON=.;CB=.
chr12	68685560	68685561	chr12	68685478	68685479	BP2339	MEDIUM	-	+	RC=1;MD=0;GN=NUP107-DT,RPL7P42;GI=ENSG00000247363.3,ENSG00000241825.2;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.943662,0.884189;SA=1,0;BP=1;EX=1,0;IN=0,1;AC=chr12:68685560-/chr12:68685478+	RN=ae122e56-f4b0-4c72-a44d-3f1099dc3353-ccs;ON=.;CB=.
chr12	68839631	68839632	chr12	68839859	68839860	BP2363	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000257181,MDM2;GI=ENSG00000257181.1,ENSG00000135679.27;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.938584,0.869737;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr12:68839631-/chr12:68839859+	RN=843a5e4b-8bc4-40e8-bcf9-d4649d1881fc-ccs;ON=.;CB=.
chr12	68840414	68840415	chr12	68841157	68841158	BP2364	MEDIUM	-	+	RC=3;MD=358;GN=ENSG00000257181,MDM2;GI=ENSG00000257181.1,ENSG00000135679.27;GC=3,3;CL=SenseAntisense:3;MQ=60,60;MI=0.933155,0.903795;SA=0,3;BP=3;EX=3,3;IN=0,0;AC=chr12:68840414-/chr12:68841157+	RN=867c1459-f68f-4768-8d28-faa02d1c7a32-ccs,ce6dae0d-b433-44d3-bc98-0751210b5b41-ccs,fb84e8bb-b381-4141-b5c5-31e378ea3f9d-ccs;ON=.;CB=.
chr12	68840674	68840675	chr1	39005152	39005153	BP1231	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000257181,AKIRIN1;GI=ENSG00000257181.1,ENSG00000174574.16;GC=1,1;CL=FUSION:1;MQ=60,60;MI=0.93411,0.94743;SA=0,1;BP=1;EX=1,1;IN=0,0;AC=chr12:68840674-/chr1:39005152+	RN=bfa569a8-5de2-4002-ad71-7004e7f209e6-ccs;ON=.;CB=.
chr12	68841531	68841532	chr12	68841672	68841673	BP904	MEDIUM	-	+	RC=2;MD=163;GN=ENSG00000257181,MDM2;GI=ENSG00000257181.1,ENSG00000135679.27;GC=2,2;CL=SenseAntisense:2;MQ=60,60;MI=0.932367,0.935652;SA=0,2;BP=2;EX=2,2;IN=0,0;AC=chr12:68841531-/chr12:68841672+	RN=e2b92576-f99d-4a1d-8bcb-3504b68c7c01-ccs,ef8e5aa9-c7fd-4d90-8f54-4c0906e8d048-ccs;ON=.;CB=.
chr12	68842947	68842948	chr12	68842311	68842312	BP2365	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000257181,MDM2;GI=ENSG00000257181.1,ENSG00000135679.27;GC=1,1;CL=SenseAntisense:1;MQ=30,60;MI=0.956522,0.948857;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr12:68842947-/chr12:68842311+	RN=6e25f038-30ba-4393-908b-f754aeb5cd00-ccs;ON=.;CB=.
chr12	70538057	70538058	chr12	70538051	70538052	BP2458	MEDIUM	-	+	RC=1;MD=0;GN=PTPRB,ENSG00000258168;GI=ENSG00000127329.16,ENSG00000258168.6;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.947701,0.904456;SA=0,1;BP=1;EX=0,1;IN=1,0;AC=chr12:70538057-/chr12:70538051+	RN=bf88e4a5-e7c3-4e94-a63d-6743e2835b41-ccs;ON=.;CB=.
chr12	70540720	70540721	chr12	70540915	70540916	BP2459	MEDIUM	-	+	RC=1;MD=0;GN=PTPRB,ENSG00000258168;GI=ENSG00000127329.16,ENSG00000258168.6;GC=1,1;CL=SenseAntisense:1;MQ=60,60;MI=0.955075,0.872449;SA=0,1;BP=1;EX=0,1;IN=1,0;AC=chr12:70540720-/chr12:70540915+	RN=0d532961-f8d5-4097-b3a5-b3f150e6106d-ccs;ON=.;CB=.
chr12	71849329	71849330	chr6	24423581	24423582	BP1217	MEDIUM	-	+	RC=26;MD=12.3;GN=MRS2,MRS2P2;GI=ENSG00000124532.15,ENSG00000257802.1;GC=26,26;CL=PotentialTransSplicing:26;MQ=23.8742,60;MI=0.891402,0.933522;SA=26,0;BP=26;EX=26,26;IN=0,0;AC=chr12:71849329-/chr6:24423581+,chr6:24403237+/chr12:71850366-	RN=04abb2ea-97f4-4996-9020-1631cae7a048-ccs,61ae1a6f-8bf1-41b5-9aa7-71e0ad323f44-ccs,8bb64292-7768-4d9a-af04-ad848db07553-ccs,b0f2013b-0fc2-446d-874b-c4fad49e9466-ccs,2edc4045-a252-4dd6-835b-d92ae00ddfb2-ccs,4efcc70a-87b2-465f-88b1-065249b66120-ccs,fcc836fe-81b5-4d70-9023-8dda7f2dffdf-ccs,6200b5a9-673f-4a3a-b8be-52f0467fa4d7-ccs,a2195b6d-0177-4fad-9927-51a7bc160854-ccs,3d331a85-c669-4822-835e-c33e40fcea03-ccs,8c6e4181-723b-4dbf-a63a-2edc6ce0d89c-ccs,26a0fe84-6c70-4325-9d6c-e90ed0b9dd09-ccs,df42ffe9-c3db-475d-8a2e-0b9af5342499-ccs,54077d67-97e9-4da9-a53d-88f18f86fd32-ccs,b1743ecb-c5fc-4d7b-9885-029a3e5fd669-ccs,aefb0934-1273-4838-a2f1-07475b250c0f-ccs,f651ec1e-356a-4bdc-ae22-b9262d5183ca-ccs,c0b7d473-033f-4183-956e-20167e534b77-ccs,3cfc77ba-0a16-4da5-8a0f-258b82a9df04-ccs,63e9fbe9-7d60-45cf-bd62-5d352e53012c-ccs,d485ae4c-313e-4d5c-8d5e-4e89282769fb-ccs,d9d30056-6e47-4308-92a2-b1d9760ba15a-ccs,52214b4c-59bc-4ad6-9aa5-ea18faa8cf3f-ccs,b7039e09-3278-43d9-865f-d2de0e527486-ccs,c198eb7d-f075-4e44-8a3c-32b732c82de1-ccs,2dfea9c9-bc88-4821-bd4e-58e3d6d2e077-ccs;ON=.;CB=.
chr12	71849443	71849444	chr6	24422933	24422934	BP1216	MEDIUM	-	+	RC=11;MD=14.4;GN=MRS2,MRS2P2;GI=ENSG00000124532.15,ENSG00000257802.1;GC=11,11;CL=PotentialTransSplicing:11;MQ=11.9689,60;MI=0.90218,0.944516;SA=9,4;BP=11;EX=11,11;IN=0,0;AC=chr12:71849443-/chr6:24422933+,chr12:71850225+/chr6:24403201-,chr12:71850242+/chr12:71850255-,chr6:24402975-/chr12:71850217-,chr6:24422946-/chr12:71849420+,chr6:24403237+/chr12:71850366-,chrX:15551848-/chr12:71850291-	RN=e62100f0-2af1-411e-be1b-9dfcd1e3cc8e-ccs,44465793-4490-4be1-8b93-eb06e0c12e49-ccs,25dc474f-0221-4660-b756-578bdae19d57-ccs,bba3406a-37f1-42dd-b511-9524079850eb-ccs,8ed52b71-f991-4c86-8007-c92b045030e4-ccs,10e30329-5761-4299-a1db-96357d6e294c-ccs,be4a6180-cfd2-46ae-b0d2-49381493fb55-ccs,9ccbd99c-43ec-4956-b885-79c4fccd9922-ccs,83fd4e86-cdee-43f0-8206-509e7a2e3bc4-ccs,479ea352-0847-4697-a8e8-6e7e6618d158-ccs,b7b2bfeb-27b7-4d1b-a326-33afd0a75775-ccs;ON=.;CB=.
chr11	86195761	86195762	chr8	43077212	43077213	BP1050	MEDIUM	+	+	RC=4;MD=18.8;GN=FNTAP1,FNTA;GI=ENSG00000254502.1,ENSG00000168522.13;GC=4,4;CL=FUSION:4;MQ=60,60;MI=0.872729,0.951938;SA=4,0;BP=4;EX=4,4;IN=0,0;AC=chr11:86195761+/chr8:43077212+	RN=af6e9d89-86de-4146-ad18-ee549da89e4c-ccs,4dcaed9d-0c7e-4df7-8b8e-9ea3d7ec5b62-ccs,09f2debd-abc6-43cf-b2b9-310dfad4d9fa-ccs,73f387fd-26a5-4df3-bcd5-a9421e6aefaa-ccs;ON=.;CB=.
chr11	86245336	86245337	chr4	82571522	82571523	BP1055	MEDIUM	+	+	RC=5;MD=8.4;GN=EED,ENSG00000249960;GI=ENSG00000074266.23,ENSG00000249960.2;GC=5,5;CL=PotentialTransSplicing:5;MQ=51.1012,38.7042;MI=0.940697,0.958432;SA=5,5;BP=5;EX=5,5;IN=0,0;AC=chr11:86245336+/chr4:82571522+,chr4:82571811+/chr11:86256385+,chr4:82571811+/chr11:86257511+	RN=2bfdaf8d-d9e1-4a88-9c68-3c5bc492a134-ccs,3bbdcfd2-d4f7-4543-915d-c5775aca2db1-ccs,768a8457-3ed7-4a7e-8464-14658fd4fb5e-ccs,b401f73e-1fb7-4445-a445-e005c583f7e6-ccs,fb3ae52a-7186-4efe-9671-ef996dcb33dd-ccs;ON=.;CB=.
chr11	86250448	86250449	chr4	82571659	82571660	BP1056	MEDIUM	+	+	RC=4;MD=28;GN=EED,ENSG00000249960;GI=ENSG00000074266.23,ENSG00000249960.2;GC=4,4;CL=PotentialTransSplicing:4;MQ=23.2795,24.9631;MI=0.926644,0.945264;SA=4,4;BP=4;EX=4,4;IN=0,0;AC=chr11:86250448+/chr4:82571659+,chr4:82571811+/chr11:86256385+,chr4:82571811+/chr11:86257511+,chr4:82571811+/chr11:86276978+	RN=9313b76f-af66-428f-9bd3-7e4e8f0ca614-ccs,00b2475f-44ca-4f98-82ac-846730821b1f-ccs,4f25a5e1-4c46-4f7f-a769-964a9f0b081f-ccs,fa069207-73e5-4079-8a12-341972a3cb16-ccs;ON=.;CB=.
