ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF01214	VPS26A	ZNF610	1	chr10	69153641	chr19	52367377	SRR12048357.1565813
GF01215	C5orf15	STEAP1B	1	chr5	133955900	chr7	22510306	SRR12048357.1565961
GF01216	ENSG00000287042	TRIM24	2	chr3	15864828	chr7	138465969	SRR12048357.6189854,SRR12048357.1566454
GF01217	AXIN1	TMEM175	1	chr16	323499	chr4	956875	SRR12048357.1566783
GF01218	TNFRSF1A	CHD1	1	chr12	6328781	chr5	98855534	SRR12048357.1566788
GF01219	ATP5MC3	ELP1	1	chr2	175178149	chr9	108868634	SRR12048357.1567201
GF01220	RCN2	SLC30A5	1	chr15	76944184	chr5	69112074	SRR12048357.156737
GF01221	GMDS	ARID1B	1	chr6	2244078	chr6	156784894	SRR12048357.1567785
GF01222	RPS27	SET	1	chr1	153992149	chr9	128694740	SRR12048357.1568016
GF01223	SPPL3	ZMYM2	1	chr12	120880507	chr13	20087148	SRR12048357.1569108
GF01224	SNRPD1	ENSG00000273269	1	chr18	21612316	chr2	47162652	SRR12048357.156968
GF01225	RBFOX2	RPS3A	1	chr22	35838692	chr4	151099638	SRR12048357.1569888
GF01226	GMFG	RPL7	1	chr19	39335531	chr8	73292328	SRR12048357.1570700
GF01227	EMP1	CIITA	1	chr12	13197491	chr16	10924512	SRR12048357.157081
GF01228	CD34	EMP1	1	chr1	207887042	chr12	13197327	SRR12048357.157081
GF01229	EMP1	MT-RNR2	1	chr12	13197327	chrM	2217	SRR12048357.157081
GF01230	CD34	CIITA	1	chr1	207887042	chr16	10924512	SRR12048357.157081
GF01231	CIITA	MT-RNR2	1	chr16	10924512	chrM	2217	SRR12048357.157081
GF01232	CD34	MT-RNR2	1	chr1	207887042	chrM	2331	SRR12048357.157081
GF01233	LINC00869	SAMD8	2	chr1	149637920	chr10	75139214	SRR12048357.157082
GF01235	NSUN6	ARHGAP21	1	chr10	18638207	chr10	24629286	SRR12048357.1571944
GF01236	NUP155	MFSD14CP	1	chr5	37290314	chr9	96891767	SRR12048357.1573227
GF01237	LIMS1	CDK6	1	chr2	108561747	chr7	92823461	SRR12048357.1573350
GF01238	FAU	RPL8	1	chr11	65122128	chr8	144791913	SRR12048357.1573503
GF01239	RNF34	CASTOR2	1	chr12	121428333	chr7	75028359	SRR12048357.1574355
GF01240	BAZ1A	MT-ND5	1	chr14	34826139	chrM	13432	SRR12048357.1575629
GF01241	ENSG00000235979	PIN4	1	chr17	19446876	chrX	72277208	SRR12048357.1575766
GF01242	FAM111A	RAN	1	chr11	59155038	chr12	130877345	SRR12048357.1576413
GF01243	TSG101	MEMO1	1	chr11	18523581	chr2	31927278	SRR12048357.1576665
GF01244	ANP32E	FNDC3A	2	chr1	150218419	chr13	48988039	SRR12048357.157713
GF01245	ELP2	SMU1	1	chr18	36133922	chr9	33046598	SRR12048357.1577371
GF01246	VEZT	CRIPT	1	chr12	95220395	chr2	46626525	SRR12048357.1577840
GF01247	ZNF33A	ZNF33B	1	chr10	38039341	chr10	42627136	SRR12048357.1578533
GF01248	NTPCR	PPP2R5C	1	chr1	232950610	chr14	101766683	SRR12048357.157859
GF01249	HIPK3	IQCG	1	chr11	33268603	chr3	197950195	SRR12048357.1579037
GF01250	IMMP1L	DHX40	1	chr11	31509621	chr17	59608060	SRR12048357.1579344
GF01251	UBE2Q2P2	ZNF433-AS1	1	chr15	82372908	chr19	11988548	SRR12048357.1579947
GF01252	PPP1CB	PTMA	1	chr2	28800244	chr2	231708529	SRR12048357.1580565
GF01253	RPS24	CALCRL-AS1	1	chr10	78033866	chr2	187529175	SRR12048357.1581021
GF01254	BLTP3B	CD47	1	chr12	100081402	chr3	108043300	SRR12048357.1581712
GF01255	RSL1D1	ARL4A	1	chr16	11837555	chr7	12691434	SRR12048357.1581715
GF01256	BBIP1	ENSG00000291336	1	chr10	110912145	chr6	26159268	SRR12048357.1582028
GF01257	ACYP2	CSNK1A1	1	chr2	53981223	chr5	149511047	SRR12048357.1582360
GF01258	FBXO11	ENSG00000273398	1	chr2	47902223	chr2	68209093	SRR12048357.1582996
GF01259	PDCD2	MT-ATP8	1	chr6	170575981	chrM	8363	SRR12048357.158302
GF01260	RBM39	TBC1D32	1	chr20	35713332	chr6	121110147	SRR12048357.1584337
GF01261	RAB11FIP1	MT-ND6	1	chr8	37891852	chrM	14367	SRR12048357.1584624
GF01262	RPS3AP6	HMGN3	1	chr15	59768329	chr6	79234654	SRR12048357.1584815
GF01263	PCNP	HSPA9	1	chr3	101576980	chr5	138555337	SRR12048357.1585616
GF01264	TAPT1-AS1	EPB41L2	1	chr4	16266370	chr6	130972245	SRR12048357.1585825
GF01265	MPO	EAF1	1	chr17	58278627	chr3	15442612	SRR12048357.1585977
GF01266	SRSF6	CENPK	1	chr20	43463604	chr5	65563167	SRR12048357.1586395
GF01267	MED13L	OOEP	1	chr12	116187886	chr6	73372891	SRR12048357.1586403
GF01268	MGAT5	SMIM26	1	chr2	134202889	chr20	18567433	SRR12048357.1586730
GF01269	SPOP	NUP54	1	chr17	49639319	chr4	76115091	SRR12048357.1587486
GF01270	7SK	MT-CO2	1	chr6	52995619	chrM	7810	SRR12048357.1587757
GF01271	ANKAR	AKAP9	1	chr2	189693723	chr7	91987938	SRR12048357.1589459
GF01272	RRP12	ENSG00000256226	1	chr10	97399510	chr12	27154335	SRR12048357.1589671
GF01273	TRABD2A	PLPBP	1	chr2	84905657	chr8	37762651	SRR12048357.1591454
GF01274	OLA1	IQCG	1	chr2	174223787	chr3	197955813	SRR12048357.1591600
GF01275	VIM	MED10	2	chr10	17229287	chr5	6371935	SRR12048357.1591861
GF01276	RPL3	EGR1	1	chr22	39312883	chr5	138469930	SRR12048357.1593529
GF01277	ATF7IP	ARL14EPL	1	chr12	14365692	chr5	116052342	SRR12048357.1594918
GF01278	UBC	ZNF44	1	chr12	124913774	chr19	12294694	SRR12048357.1595193
GF01279	ARID1A	RPL14	1	chr1	26773684	chr3	40462043	SRR12048357.1595330
GF01280	SERPINB1	PIN4	1	chr6	2839465	chrX	72275575	SRR12048357.1596995
GF01281	MAML2	MYL6	1	chr11	96312246	chr12	56161571	SRR12048357.1597095
GF01282	ENSG00000285646	TSPAN9	1	chr1	11909927	chr12	3211953	SRR12048357.1597222
GF01283	ADAR	LYZ	1	chr1	154627971	chr12	69354229	SRR12048357.1598192
GF01284	CLASP1	ORC2	1	chr2	121549236	chr2	200934612	SRR12048357.1598285
GF01285	APEX1	RPS29	1	chr14	20457553	chr14	49586372	SRR12048357.1598310
GF01286	RPL21P16	XBP1	1	chr10	120355033	chr22	28800587	SRR12048357.1598430
GF01287	PAIP2	ENSG00000291336	1	chr5	139346336	chr6	26161112	SRR12048357.159856
GF01288	FTH1	GNL3	1	chr11	61967622	chr3	52686047	SRR12048357.1600058
GF01290	ELAVL1	PPM1B	1	chr19	7970207	chr2	44178427	SRR12048357.1602732
GF01291	PAFAH1B1	ENSG00000291175	1	chr17	2614552	chr17	45564550	SRR12048357.1603535
GF01292	LINC02067	MT-ND5	1	chr3	161429061	chrM	14480	SRR12048357.1603780
GF01293	RFX2	ENSG00000255730	1	chr19	6065538	chr19	41362270	SRR12048357.160461
GF01294	TMEM59	TCTN2	1	chr1	54034025	chr12	123708263	SRR12048357.160464
GF01295	NUDT4B	SARAF	1	chr1	148750745	chr8	30083067	SRR12048357.1604912
GF01296	RCSD1	ENSG00000291336	1	chr1	167704663	chr6	26158557	SRR12048357.1605017
GF01297	CCNI	ACTB	1	chr4	77070481	chr7	5527627	SRR12048357.1605340
GF01298	TSPAN9	COX7A2L	1	chr12	3211926	chr2	42350499	SRR12048357.160541
GF01299	YBX1	EFCAB10	1	chr1	42696744	chr7	105582549	SRR12048357.1605711
GF01300	MLKL	LINC00342	1	chr16	74684103	chr2	95818951	SRR12048357.1605996
GF01301	EEF1G	PRCP	1	chr11	62573853	chr11	82900416	SRR12048357.1606120
GF01302	RPL7P9	ACAA2	1	chr1	96679060	chr18	49804457	SRR12048357.1606771
GF01303	TRAPPC12	NADK2	1	chr2	3480983	chr5	36201105	SRR12048357.1607373
GF01304	RPL38	PIN4	1	chr17	74203693	chrX	72277218	SRR12048357.160801
GF01305	TSPAN9	RPS6	1	chr12	3211936	chr9	19380232	SRR12048357.1608570
GF01306	EEF1A1	PPIL4	1	chr6	73518080	chr6	149545385	SRR12048357.1609029
GF01307	RGPD5	RGPD8	1	chr2	109815800	chr2	112415682	SRR12048357.1609564
GF01308	FAU	UBE2Q2P2	1	chr11	65122128	chr15	82372912	SRR12048357.1611031
GF01309	TMED5	LAMTOR5-AS1	1	chr1	93180378	chr1	110407643	SRR12048357.1611237
GF01310	ITFG2	UBAP1	1	chr12	2839252	chr9	34196342	SRR12048357.1611871
GF01311	ENSG00000257322	CD99	1	chr12	93083705	chrX	2691330	SRR12048357.1612959
GF01312	ENSG00000279278	MIR222HG	1	chr22	22275459	chrX	45764418	SRR12048357.1613001
GF01313	PDCD4	TSPAN9	1	chr10	110898534	chr12	3211950	SRR12048357.1613288
GF01314	RNF10	OTULIN	1	chr12	120559609	chr5	14680793	SRR12048357.1613648
GF01315	SMAP2	NUBPL	1	chr1	40384728	chr14	31610234	SRR12048357.161381
GF01316	SERHL	KDM6A	1	chr22	42511450	chrX	44893961	SRR12048357.1614321
GF01317	LINC01943	NDUFA1	1	chr2	87457019	chrX	119871875	SRR12048357.1614695
GF01318	CD34	CTR9	1	chr1	207880778	chr11	10797521	SRR12048357.161543
GF01319	CEP83	MT-ND4	1	chr12	94435804	chrM	12021	SRR12048357.161560
GF01320	DTWD2	ACTB	1	chr5	118974819	chr7	5527150	SRR12048357.1616299
GF01321	RPS21	DTWD2	2	chr20	62387111	chr5	118973561	SRR12048357.5816329
GF01322	RPS21	ACTB	1	chr20	62387103	chr7	5527638	SRR12048357.1616299
GF01323	GDI2	CBX1	1	chr10	5811305	chr17	48070889	SRR12048357.1616478
GF01324	USP48	GPN3	1	chr1	21733787	chr12	110460970	SRR12048357.1616624
GF01325	DNPEP	MORF4L2	1	chr2	219372421	chrX	103679535	SRR12048357.1618199
GF01326	KLC4	RPS6	1	chr6	43059979	chr9	19378475	SRR12048357.161827
GF01327	SCAMP2	HNRNPH1	1	chr15	74844853	chr5	179614177	SRR12048357.1620533
GF01328	MED13L	EP400	1	chr12	116078260	chr12	132063468	SRR12048357.1620585
GF01329	WRAP73	SMG1	1	chr1	3642511	chr16	18821260	SRR12048357.1620702
GF01330	TSPAN9	PPM1D	1	chr12	3211948	chr17	60663586	SRR12048357.1620848
GF01331	ATP2A2	ENSG00000291046	1	chr12	110305890	chr13	21303016	SRR12048357.1621398
GF01332	ENSG00000257322	RPS29	1	chr12	93083717	chr14	49586363	SRR12048357.1622820
GF01333	ENSG00000271254	ARHGEF12	1	KI270711.1	24095	chr11	120420344	SRR12048357.1622823
GF01334	FCER1G	PCF11	1	chr1	161219244	chr11	83163995	SRR12048357.1622881
GF01335	GABARAP	HNRNPH1	1	chr17	7242399	chr5	179614180	SRR12048357.1622947
GF01336	EIF1	RALY	1	chr17	41690841	chr20	34072087	SRR12048357.1623
GF01337	GGACT	DTWD2	1	chr13	100540261	chr5	118973581	SRR12048357.1624149
GF01338	TM7SF3	B2M	1	chr12	26971908	chr15	44717672	SRR12048357.1624907
GF01339	IL6ST	CHCHD3	1	chr5	55936644	chr7	133035940	SRR12048357.1625164
GF01340	PNN	RPL27	1	chr14	39179176	chr17	43002783	SRR12048357.1625359
GF01341	EXOC4	YTHDF3	1	chr7	134020964	chr8	63176307	SRR12048357.1625820
GF01342	OXSR1	RAB11FIP1	1	chr3	38185323	chr8	37896087	SRR12048357.162698
GF01343	RPS18	RPS6	1	chr6	33272631	chr9	19380228	SRR12048357.1627186
GF01344	CERS6	COX7C	1	chr2	168473263	chr5	86617942	SRR12048357.1627264
GF01345	MLF2	RPL34	1	chr12	6753104	chr4	108620576	SRR12048357.1627392
GF01346	RHOT1	KIAA2026	1	chr17	32220766	chr9	5917815	SRR12048357.1628
GF01347	PIP4K2A	TBP	1	chr10	22534968	chr6	170572297	SRR12048357.1629374
GF01348	RPL3	EIF1AX	1	chr22	39312884	chrX	20127224	SRR12048357.1629379
GF01349	ENSG00000258864	EIF1AX	1	chr5	112861286	chrX	20138568	SRR12048357.1630502
GF01350	AFF4	EIF2AK1	1	chr5	132957711	chr7	6024891	SRR12048357.1630533
GF01351	RPS27A	IQCG	1	chr2	55232693	chr3	197955814	SRR12048357.1630940
GF01352	HACL1	MARCHF6	1	chr3	15571780	chr5	10358453	SRR12048357.1631729
GF01353	ANKRD10	RAD51B	1	chr13	110901907	chr14	68530270	SRR12048357.1632497
GF01354	XRN2	ATP1B3	1	chr20	21375179	chr3	141924252	SRR12048357.1632891
GF01355	NCL	AREG	1	chr2	231452516	chr4	74445092	SRR12048357.1632916
GF01356	PAN3	UBA2	1	chr13	28253105	chr19	34462918	SRR12048357.163355
GF01357	RPL36	TYW1	1	chr19	5690294	chr7	67222864	SRR12048357.1633566
GF01358	RPL19	HLA-DRA	1	chr17	39201211	chr6	32445042	SRR12048357.1633890
GF01359	TMED5	RPL13	1	chr1	93157896	chr16	89560937	SRR12048357.1634206
GF01360	NFAT5	TBC1D14	1	chr16	69700468	chr4	7005441	SRR12048357.1634212
GF01361	TPSAB1	TTC21B	1	chr16	1240937	chr2	165928709	SRR12048357.1634541
GF01362	ENSG00000291336	ACTB	1	chr6	26159274	chr7	5527161	SRR12048357.163472
GF01363	ENSG00000251556	CA5BP1	1	chr5	146113207	chrX	15692462	SRR12048357.1634799
GF01364	NKIRAS1	LINC02067	1	chr3	23917149	chr3	161429606	SRR12048357.1635026
GF01365	TSPAN9	SPCS1	1	chr12	3211952	chr3	52708165	SRR12048357.163551
GF01366	JMJD1C	ELK3	1	chr10	63351300	chr12	96257053	SRR12048357.1636213
GF01367	PHAX	PSD3	1	chr5	126626876	chr8	18802111	SRR12048357.1636453
GF01368	ITPR2	METTL9	1	chr12	26496706	chr16	21622402	SRR12048357.1636819
GF01369	RPL13A	LINC02245	1	chr19	49487607	chr2	64962634	SRR12048357.1636873
GF01370	LINC02245	FUBP3	1	chr2	64964527	chr9	130605698	SRR12048357.1636873
GF01371	RPL13A	FUBP3	1	chr19	49487607	chr9	130605698	SRR12048357.1636873
GF01372	SMYD3	MT-RNR2	1	chr1	246086914	chrM	2257	SRR12048357.1638566
GF01373	SMYD3	NDUFC2-KCTD14	1	chr1	246086914	chr11	78079820	SRR12048357.1638566
GF01374	NDUFC2-KCTD14	MT-RNR2	1	chr11	78079820	chrM	1766	SRR12048357.1638566
GF01375	FOXO1	ELF1	1	chr13	40650874	chr13	41017064	SRR12048357.163954
GF01376	CCDC200	ASXL1	1	chr17	43273168	chr20	32438759	SRR12048357.1639621
GF01377	ZEB2	CDC23	1	chr2	144432011	chr5	138213315	SRR12048357.1639805
GF01378	COX4I1	SPTBN1	1	chr16	85800830	chr2	54643547	SRR12048357.1640346
GF01379	ELF1	SOS1	1	chr13	40974089	chr2	39052005	SRR12048357.1641431
GF01380	S100A6	TOX4	1	chr1	153536066	chr14	21497527	SRR12048357.1642564
GF01381	MRPS18C	CDK6-AS1	1	chr4	83456060	chr7	92836509	SRR12048357.1643065
GF01382	DEDD2	SEPTIN7	1	chr19	42199276	chr7	35832819	SRR12048357.1643866
GF01383	ANAPC4	ACTB	1	chr4	25377273	chr7	5527638	SRR12048357.1644091
GF01384	GNPTG	SNX3	1	chr16	1351950	chr6	108260919	SRR12048357.1644584
GF01385	TNRC6B	CD83	1	chr22	40072490	chr6	14123358	SRR12048357.1645247
GF01386	ATP5PB	EEF1E1-BLOC1S5	1	chr1	111461326	chr6	8102529	SRR12048357.1646028
GF01387	CCNG1	RPL12	1	chr5	163437600	chr9	127449695	SRR12048357.1646435
GF01388	LYZ	CMTM7	1	chr12	69354230	chr3	32475428	SRR12048357.1646579
GF01389	RAB1A	ENSG00000287260	1	chr2	65106668	chr6	154517861	SRR12048357.1646726
GF01390	TSG101	ARL15	1	chr11	18524192	chr5	54005485	SRR12048357.1646892
GF01391	CYTH1	SGO1-AS1	1	chr17	78738728	chr3	20454213	SRR12048357.1646949
GF01392	RBBP4	SSBP2	1	chr1	32651193	chr5	81456350	SRR12048357.1647102
GF01393	HNRNPU	LINC02987	1	chr1	244853657	chr19	27882649	SRR12048357.164711
GF01394	RPL7P9	SETD3	1	chr1	96678792	chr14	99480784	SRR12048357.1647912
GF01395	TCP11L2	TEX14	1	chr12	106325562	chr17	58629198	SRR12048357.1648213
GF01396	ENSG00000289694	MS4A2	1	chr1	22092939	chr11	60096029	SRR12048357.1648505
GF01397	CD34	KLF3	1	chr1	207886537	chr4	38688844	SRR12048357.1649124
GF01398	HNRNPH1	CD99	1	chr5	179614177	chrY	2741305	SRR12048357.164914
GF01399	RPS6	SEPTIN6	1	chr9	19380242	chrX	119675647	SRR12048357.1649440
GF01400	PRDX3	MFSD10	1	chr10	119167702	chr4	2930567	SRR12048357.164967
GF01401	MAN2A2	GPBP1	1	chr15	90921854	chr5	57178305	SRR12048357.1649727
GF01402	UBL5	PLSCR1	1	chr19	9827954	chr3	146544574	SRR12048357.1650238
GF01403	TMEM14B	NANS	1	chr6	10747809	chr9	98056734	SRR12048357.1650760
GF01404	EIF4G2	SEPTIN5	1	chr11	10808807	chr22	19719457	SRR12048357.1650954
GF01405	LINC00467	C22orf39	1	chr1	211382820	chr22	19447707	SRR12048357.1651393
GF01406	RPS3AP6	RPS27AP16	1	chr15	59768337	chr16	61055937	SRR12048357.1651689
GF01407	ENSG00000204745	MIR4435-2HG	1	chr2	87125196	chr2	111344060	SRR12048357.165171
GF01408	SMOC1	AGO2	1	chr14	69863545	chr8	140597314	SRR12048357.165229
GF01409	PUM1	SBNO1	1	chr1	31018147	chr12	123322258	SRR12048357.1653394
GF01410	DNAJC1	ERAP1	1	chr10	21985682	chr5	96782272	SRR12048357.1654158
GF01411	ADGRE5	MRPL3	1	chr19	14386839	chr3	131502979	SRR12048357.1654363
GF01412	RAB3GAP1	VPS13B	1	chr2	135070794	chr8	99354679	SRR12048357.1655442
GF01413	KANSL1	RPL3	1	chr17	46094146	chr22	39319622	SRR12048357.1655504
GF01414	BTF3L4	MARCHF6	1	chr1	52056322	chr5	10417272	SRR12048357.165694
GF01415	BRK1	PHPT1	1	chr3	10115692	chr9	136849356	SRR12048357.1657548
GF01416	SOCS6	ZNF407	1	chr18	70303523	chr18	74770094	SRR12048357.1657863
GF01417	TCF12	WDR41	1	chr15	57167299	chr5	77442664	SRR12048357.1658988
GF01418	ORAI1	CD74	1	chr12	121629276	chr5	150412745	SRR12048357.1659046
GF01419	POLR1D	RPS27L	1	chr13	27621891	chr15	63153852	SRR12048357.1659183
GF01420	PMF1-BGLAP	SUPT5H	1	chr1	156240041	chr19	39445095	SRR12048357.1659359
GF01421	RPS13	NSD3	1	chr11	17077167	chr8	38348214	SRR12048357.1659367
GF01422	SCN8A	AP3B1	1	chr12	51654646	chr5	78260626	SRR12048357.1659569
GF01423	ANKRD44	RPS12	1	chr2	197273967	chr6	132814575	SRR12048357.1659925
GF01424	DENND5A	PAPOLA	1	chr11	9139508	chr14	96533445	SRR12048357.1660053
GF01425	RPL7P9	CTSB	1	chr1	96679631	chr8	11868076	SRR12048357.1660196
GF01426	SNX27	SKAP2	1	chr1	151696363	chr7	26668718	SRR12048357.166047
GF01427	ENSG00000290318	ARL10	1	chr3	49412014	chr5	176388753	SRR12048357.1660549
GF01428	MGRN1	CMTM7	2	chr16	4632303	chr3	32475427	SRR12048357.1663831
GF01429	SPN	RPS12	1	chr16	29669606	chr6	132814571	SRR12048357.1663833
GF01430	DDOST	MARCHF6	1	chr1	20652227	chr5	10435976	SRR12048357.166518
GF01431	LINC01772	LSM14A	1	chr1	16463494	chr19	34227706	SRR12048357.1666034
GF01432	ZNRF1	TATDN1	1	chr16	75044338	chr8	124492573	SRR12048357.1666429
GF01433	ARMH3	WDR53	1	chr10	101975844	chr3	196562321	SRR12048357.1666908
GF01434	ENSG00000289720	MT-ATP6	1	chr20	34515671	chrM	8578	SRR12048357.1667233
GF01435	KCNJ10	UBE2L6	1	chr1	160031953	chr11	57567623	SRR12048357.1667673
GF01436	CCNI	TUBB	1	chr4	77048018	chr6	30725163	SRR12048357.1667931
GF01437	KLF6	ERP44	1	chr10	3785167	chr9	99985061	SRR12048357.166823
GF01438	RNF130	KHDRBS3	1	chr5	179942184	chr8	135626690	SRR12048357.1668321
GF01439	SRGAP2D	SOX4	1	chr1	143991058	chr6	21597509	SRR12048357.1669401
GF01440	RNF138	YWHAB	1	chr18	32091875	chr20	44908519	SRR12048357.1669637
GF01441	CAPRIN1	SNORD3B-1	1	chr11	34062387	chr17	19062752	SRR12048357.1669927
GF01442	SPAST	RPL39	1	chr2	32077964	chrX	119791627	SRR12048357.1670536
GF01443	PPP1CB	RAB7A	1	chr2	28801653	chr3	128740753	SRR12048357.1670618
GF01444	TNRC6B	PPP6R2	1	chr22	40335483	chr22	50392357	SRR12048357.1671204
GF01445	ENSG00000255422	CBX5	1	chr11	118747897	chr12	54231836	SRR12048357.1672031
GF01446	ZYG11B	RPS13	2	chr1	52772664	chr11	17075198	SRR12048357.4944380
GF01447	TRABD2A	RBMX	1	chr2	84905663	chrX	136880724	SRR12048357.1672870
GF01448	RPLP1	SPTBN1	1	chr15	69452820	chr2	54593839	SRR12048357.1673941
GF01449	RERE	ENSG00000256206	1	chr1	8580991	chr11	14512136	SRR12048357.1674654
GF01450	ENSG00000289809	NUDCD3	3	chr3	12839478	chr7	44467905	SRR12048357.862329
GF01451	RPL23	PCNP	1	chr17	38853734	chr3	101576978	SRR12048357.1675423
GF01452	EPC1	PCDH9	1	chr10	32365845	chr13	67230311	SRR12048357.1675750
GF01453	SAE1	H2BC4	1	chr19	47163268	chr6	26123925	SRR12048357.1677107
GF01454	TRIM33	FCHO2	1	chr1	114403595	chr5	72985211	SRR12048357.1677251
GF01455	RPL21P16	ZNF117	1	chr10	120355219	chr7	65006689	SRR12048357.167746
GF01456	FUBP1	ENSG00000290832	1	chr1	77945643	chr7	72979943	SRR12048357.1678170
GF01457	SRGN	IQCG	1	chr10	69088710	chr3	197950192	SRR12048357.1679365
GF01458	ENSG00000289809	SET	1	chr3	12841538	chr9	128694732	SRR12048357.1679495
GF01459	TVP23B	RPL12	1	chr17	18781274	chr9	127451398	SRR12048357.1680462
GF01460	NDUFA13	NKIRAS1	1	chr19	19516224	chr3	23917148	SRR12048357.1681338
GF01461	ANTXR2	NDUFS4	1	chr4	80004259	chr5	53560643	SRR12048357.168147
GF01462	HLA-DRA	SET	1	chr6	32445045	chr9	128695151	SRR12048357.168242
GF01463	PDK1	MBNL1	1	chr2	172606735	chr3	152464232	SRR12048357.1682751
GF01464	ENSG00000227615	MN1	1	chr11	74746190	chr22	27795632	SRR12048357.1683302
GF01465	RPS28	FNBP1	1	chr19	8321500	chr9	130043165	SRR12048357.1683513
GF01466	XRRA1	RB1	1	chr11	74898103	chr13	48308477	SRR12048357.1683855
GF01467	ENSG00000267047	GID8	1	chr17	7014556	chr20	62941534	SRR12048357.1684302
GF01468	JUND	PEX6	1	chr19	18279925	chr6	42970698	SRR12048357.168480
GF01469	ESRRA	TXNRD1	1	chr11	64316635	chr12	104265885	SRR12048357.1685599
GF01470	PHTF2	CDK6	1	chr7	77913693	chr7	92646679	SRR12048357.2495991
GF01471	PHTF2	CDK6	1	chr7	77836026	chr7	92663790	SRR12048357.1685674
GF01472	PDXDC1	NDE1	1	chr16	14979128	chr16	15695391	SRR12048357.1685899
GF01473	STAM2	SET	1	chr2	152120414	chr9	128696387	SRR12048357.1686172
GF01474	SNRNP40	MAP4K5	1	chr1	31259677	chr14	50523647	SRR12048357.1686519
GF01475	EPS15	RPL21	1	chr1	51457510	chr13	27256567	SRR12048357.168705
GF01476	YWHAZ	MT-CO1	1	chr8	100951323	chrM	6650	SRR12048357.168892
GF01477	PLXDC2	STMP1	1	chr10	19884506	chr7	135662552	SRR12048357.1689628
GF01478	PTBP2	EEF1A1	1	chr1	96791807	chr6	73513854	SRR12048357.1690028
GF01479	UBE2Q2P2	ACTB	1	chr15	82372197	chr7	5527150	SRR12048357.1690144
GF01480	MAZ	NDUFA4	1	chr16	29811158	chr7	10933462	SRR12048357.1690481
GF01481	RPL5	B2M	1	chr1	92841921	chr15	44711509	SRR12048357.1690537
GF01482	UNK	CCNL1	1	chr17	75787836	chr3	157148991	SRR12048357.1691691
GF01483	AMFR	ENSG00000260537	1	chr16	56409073	chr16	70360425	SRR12048357.169171
GF01484	NBPF14	PNISR	1	chr1	148531893	chr6	99425307	SRR12048357.1693500
GF01485	RPL21P16	PNISR	2	chr10	120354636	chr6	99401080	SRR12048357.6806848
GF01486	RPL21P16	PNISR	1	chr10	120354647	chr6	99408138	SRR12048357.1693500
GF01487	NBPF14	RPL21P16	1	chr1	148531893	chr10	120354647	SRR12048357.1693500
GF01488	ATP1B3	MAPK14	1	chr3	141913955	chr6	36056186	SRR12048357.169389
GF01489	RPL36	UGP2	1	chr19	5690501	chr2	63840995	SRR12048357.169475
GF01490	NBEAL1	RPL10	1	chr2	203190739	chrX	154398386	SRR12048357.169480
GF01492	STK17B	SHARPIN	6	chr2	196162440	chr8	144103765	SRR12048357.1694808
GF01495	TAOK3	CNOT1	1	chr12	118324758	chr16	58629805	SRR12048357.1694825
GF01496	MICOS10	BAZ2B	2	chr1	19596980	chr2	159405079	SRR12048357.1694854
GF01498	STAT1	MIR222HG	1	chr2	190972847	chrX	45752815	SRR12048357.1694914
GF01499	FIRRE	MTMR1	1	chrX	131821362	chrX	150761187	SRR12048357.1695757
GF01500	ZMYM2	RAP2A	1	chr13	19980395	chr13	97467681	SRR12048357.1696216
GF01501	NR5A2	ZKSCAN1	1	chr1	200176734	chr7	100037888	SRR12048357.1697264
GF01502	IST1	NSRP1	1	chr16	71897392	chr17	30144525	SRR12048357.1700509
GF01503	PMF1-BGLAP	TTBK2	1	chr1	156228884	chr15	42740555	SRR12048357.1700924
GF01504	CTSS	VIM	1	chr1	150765793	chr10	17237215	SRR12048357.170122
GF01505	FDX1	CDC42SE2	1	chr11	110462696	chr5	131392764	SRR12048357.1701835
GF01506	NACA	GPN3	1	chr12	56725280	chr12	110468253	SRR12048357.1702024
GF01507	USF1	SRP9	1	chr1	161044263	chr1	225779432	SRR12048357.1702284
GF01508	CD69	PI4KAP1	1	chr12	9760900	chr22	18533703	SRR12048357.1702703
GF01509	CHSY1	MYADM	1	chr15	101248919	chr19	53874897	SRR12048357.1703560
GF01510	MFSD14B	CD99	1	chr9	94390171	chrX	2700980	SRR12048357.1703919
GF01511	ZYG11B	NAP1L1	1	chr1	52772671	chr12	76084673	SRR12048357.1705417
GF01512	USP15	TSR1	1	chr12	62357834	chr17	2336451	SRR12048357.170591
GF01513	PGAM1	SSH2	1	chr10	97429552	chr17	29738052	SRR12048357.1706611
GF01514	HNRNPA2B1	CUX1	1	chr7	26194159	chr7	102216612	SRR12048357.1706755
GF01515	IER2	MT-ND2	1	chr19	13154373	chrM	5226	SRR12048357.170716
GF01516	SINHCAF	SOD2	1	chr12	31306031	chr6	159693282	SRR12048357.1707557
GF01517	TPI1	SRSF6	1	chr12	6870819	chr20	43461364	SRR12048357.1708034
GF01518	EMP3	HINT1	1	chr19	48325575	chr5	131165147	SRR12048357.1708835
GF01519	TTC13	NCK1	1	chr1	230948500	chr3	136919362	SRR12048357.170888
GF01520	LYZ	SNHG29	1	chr12	69354233	chr17	16441589	SRR12048357.1709090
GF01521	RPLP0	BTF3	1	chr12	120200832	chr5	73498442	SRR12048357.1709623
