##VERSION=0.4.1
##SAMPLE=UnnamedSample
##READTYPE=UNKNOWN
##TIME=2024-09-02T03:27:19.126245826Z
##COMMAND=pbfusion discover --gtf /Reference/annotation.bin --output-prefix /dataset/pbfusion/pbfusion --threads 50 --min-coverage 1 -b /dataset/pbfusion/HEYA8_ONT_dRNA_Q10.bam
##INFO=<ID=RC,Number=1,Type=Int,Description="Number of reads supporting breakpoints">
##INFO=<ID=MD,Number=1,Type=Float,Description="Mean breakpoint variability (bp)">
##INFO=<ID=GN,Number=List,Type=String,Description="Gene names in breakpoint cluster from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GI,Number=List,Type=String,Description="Gene IDs from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GC,Number=List,Type=Int,Description="Read support counts per gene name">
##INFO=<ID=CL,Number=1,Type=String,Description="Annotation of alignment classes [Fusion, ReadThrough, Unannotated, or SenseAntisense]">
##INFO=<ID=MQ,Number=2,Type=Float,Description="Phred-encoded mean map qualities for source and sink breakpoints, respectively; averaged in error probability space, not phred scores">
##INFO=<ID=MI,Number=2,Type=Float,Description="Mean alignment identity for the source and sink breakpoints, respectively">
##INFO=<ID=SA,Number=2,Type=Int,Description="Supplemental alignment counts for the source and sink">
##INFO=<ID=BP,Number=1,Type=Int,Description="Number of breakpoint pairs in cluster">
##INFO=<ID=EX,Number=2,Type=Int,Description="Counts of exonic breakpoints for the source and sink">
##INFO=<ID=IN,Number=2,Type=Int,Description="Counts of intronic breakpoints for the source and sink">
##INFO=<ID=AC,Number=List,Type=String,Description="Annotation of all breakpoints supported by reads in this cluster.">
##EXTRA=<ID=RN,Number=List,Type=String,Description="Names of reads contributing support">
##EXTRA=<ID=ON,Number=List,Type=String,Description="Names of reads contributing support if read clustering was used">
##EXTRA=<ID=CB,Number=List,Type=String,Description="Single cell barcodes contributing support">
#chr1	start1	end1	chr2	start2	end2	id	score	strand1	strand2	info	extra
chr2	111344059	111344060	chr2	87707757	87707758	BP243	MEDIUM	-	+	RC=1;MD=0;GN=MIR4435-2HG,NCAL1,ANAPC1,ANAPC1P2;GI=ENSG00000172965.17,ENSG00000284879.1,ENSG00000153107.13,ENSG00000285793.1;GC=1,1,1,1;CL=FUSION:1;MQ=4,1.06126;MI=0.943503,0.934281;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr2:111344059-/chr2:87707757+,chr2:111815367-/chr2:87732386+,chr2:111822417-/chr2:87719810+,chr2:87707909+/chr2:111822596-,chr2:87720020+/chr2:111815617-,chr2:87732621+/chr2:87030899-	RN=ff617e5b-9b30-4072-94a3-e75a285974cc-ccs;ON=.;CB=.
chr2	111344062	111344063	chr2	111834824	111834825	BP209	MEDIUM	-	-	RC=1;MD=0;GN=MIR4435-2HG,ANAPC1,ENSG00000204745,NCAL1;GI=ENSG00000172965.17,ENSG00000153107.13,ENSG00000204745.4,ENSG00000284879.1;GC=1,1,1,1;CL=FUSION:1;MQ=1,1.94966;MI=0.92,0.921484;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr2:111344062-/chr2:111834824-,chr2:111834605-/chr2:87131964+,chr2:87132116+/chr2:87716607+	RN=10b6ba33-1e6a-4a8b-9c1d-68f7127d1d0b-ccs;ON=.;CB=.
chr2	111365558	111365559	chr2	87606592	87606593	BP244	MEDIUM	-	+	RC=30;MD=6.67;GN=MIR4435-2HG,CYTOR;GI=ENSG00000172965.17,ENSG00000222041.13;GC=30,30;CL=PotentialTransSplicing:30;MQ=6.49721,3.94714;MI=0.918437,0.927738;SA=13,30;BP=30;EX=30,30;IN=0,0;AC=chr2:111365558-/chr2:87606592+,chr2:87455642+/chr2:111367575-,chr2:87606744+/chr2:111197131-,chr2:87606767+/chr2:111314558-,chr2:87606768+/chr2:111239053-,chr2:87606769+/chr2:111239997-,chr2:87606769+/chr2:111247559-,chr2:87606769+/chr2:111248241-,chr2:87606770+/chr2:111208662-	RN=fee96b3b-1a94-4d2d-ab39-fab2e3a63612-ccs,f8f4f5c6-5076-41f6-b0b7-ce44784700d4-ccs,b9cd7d5b-2f47-47ac-a8df-ff9d9d0b0ccc-ccs,2d159aba-50a0-442b-8e9a-19c147affe74-ccs,ad57f301-3652-4fd0-8933-08ff517eac36-ccs,35e1b29f-c537-4b66-97cb-4a1896df9db7-ccs,3e2d9a7d-5cb3-4843-a361-7a05b57f981a-ccs,6013eafc-3196-4c03-ac58-fc94326de3e2-ccs,0536b070-db14-40e2-bf69-ce32756e9d5d-ccs,d0d34ff5-b82f-43d1-9184-5e0c5a887e5b-ccs,fb1974f1-15da-4a90-baa2-ee00df134a1b-ccs,762fda85-049b-486e-9bc6-65bab83872d0-ccs,705b4df1-7a7a-4ce0-bf4b-b6ea8441936e-ccs,9f310b47-4636-44f2-b766-71e18952f900-ccs,a78d2fa6-5366-45d4-9b74-27e01d46d808-ccs,9b50b984-3794-4d05-939f-64fbe873f506-ccs,325ac987-bbd3-411f-bfb8-c676abb9cfb4-ccs,8165032b-26d0-4761-bdc5-db5c077b0f59-ccs,884ffa8d-0c65-4dcb-b11b-564a1f80164d-ccs,22b1bc66-12bf-4306-9903-43f2015dfcf6-ccs,c6f81d07-6a98-40f3-81eb-1df998389e14-ccs,52001728-705c-4844-a9b0-f3a724c6072b-ccs,198190da-8630-4807-9d0c-6936c76cf53d-ccs,7fcad697-b7fc-4c9b-a78f-c989d27ede6f-ccs,1312dd2f-4263-4396-a088-c28b3af65710-ccs,e365cb62-6c4b-45fd-88ad-32eb38c9b59d-ccs,43091d63-b323-40cc-8ef8-67132692d5fa-ccs,c64b5878-4484-4f83-bf74-951e8cabca1b-ccs,7fc99a2e-2b85-47e4-b5f0-c2bb58ed8fd4-ccs,36517964-37ba-4de9-8664-64714221fb06-ccs;ON=.;CB=.
chr2	111494890	111494891	chr2	87521204	87521205	BP248	MEDIUM	-	+	RC=62;MD=6.1;GN=MIR4435-2HG,CYTOR;GI=ENSG00000172965.17,ENSG00000222041.13;GC=62,62;CL=PotentialTransSplicing:62;MQ=0.272933,13.9053;MI=0.95368,0.923361;SA=60,2;BP=62;EX=62,62;IN=0,0;AC=chr2:111494890-/chr2:87521204+	RN=7c2bc8e3-ecd3-4496-8c94-7f775f349db2-ccs,1a71d6ef-e48a-4004-aac7-daf7aca08075-ccs,8ee741e3-eb72-4827-903b-07340f23a1ce-ccs,0b5b3486-a80b-4cfb-abcd-852a578c58d7-ccs,fc6c3ffe-705b-4c30-9739-930c51bd757b-ccs,0dc8d319-d946-4cff-8233-0702dec3bbde-ccs,27c87561-e6a1-49e4-b806-5bf8e37c98d6-ccs,ed9735f4-8fb1-4104-add6-9ec0a67185f3-ccs,56bb2202-5518-4bd9-8790-1ce006a9bbcf-ccs,22c84f3f-3b48-4c87-96ce-a1ce529c5f19-ccs,03dc9d50-049a-48d3-9744-3c3423d1769c-ccs,08f63211-a03e-45c9-a089-3742d6a7be43-ccs,f343c228-434d-49c7-9d68-99aeb2a3457c-ccs,7444add8-1e42-44d7-8135-a588d26b9b49-ccs,4af8735f-55eb-43f6-86b6-66ec7de1f01b-ccs,23d318f2-bd3d-44d1-8c1b-80920f62e1d7-ccs,19cf1e7a-97ee-46bf-a724-29b95d700479-ccs,39eaf433-d18a-48c4-a23b-f4436720fdef-ccs,b9a351fd-3229-4c10-b71d-c2980c4229b5-ccs,55527d7a-008d-4a48-a6ec-0b3e75d4cdda-ccs,3812b144-a57a-4dc0-a12b-0073426c0e73-ccs,0beb89fa-87eb-4696-b772-fcbf9ec81039-ccs,7b9f7a60-11a2-4d56-91d6-295d26a832e6-ccs,6911d778-670c-4175-a2eb-519f47ed700d-ccs,1174c0e0-8bd5-491a-97a5-508773b5e411-ccs,c6a8cb1a-e512-49fb-a18f-ebdb2c034815-ccs,55b9f690-eb80-459f-9659-ce4f80773484-ccs,92c0628a-afac-400c-851c-794db080ccd4-ccs,4a5e0dfe-b68e-46ab-a5ac-684dacd319a6-ccs,2a7d952b-db47-43e8-be70-18928d65a198-ccs,553d6e9f-6560-481e-85fa-e44fc9cabd7d-ccs,f18566d9-cb01-4093-b74b-2ef2ffd305d7-ccs,99fa3f91-d373-4e46-9aa1-ebb465d5fb0d-ccs,d3996aba-9c54-4dc6-94f8-69aeeb14a8df-ccs,dd940a24-a236-486c-8662-7b86d682d0ba-ccs,50a62250-0e8e-4951-99b5-d3d8e3a00dc3-ccs,44546b1c-356c-4963-8f22-ba194709e8ce-ccs,e7c10387-ec23-4c50-8896-83a838093d7a-ccs,8a86b752-3108-4749-a7ee-68dd714ece81-ccs,1544b537-513d-452c-9bf5-44b593cb074b-ccs,1653b42d-6d51-4c0c-99fd-07e3d70bab5f-ccs,c0b0596e-eabe-4cb6-a3a6-62098edfc3c2-ccs,c0f39886-093c-4e6d-aa9f-748d3da6cd1b-ccs,4a426d7e-8dcb-4ab6-a7c5-fd8de00db915-ccs,c68914a0-17d2-4ecb-a287-8f935cdddfb0-ccs,e8606e62-8845-43dc-bc7b-ad278cacf102-ccs,74ef963e-fa8d-4a6d-8ebc-908ebda3f6f5-ccs,56398de6-adb2-47a5-9a89-cffc7d5e8336-ccs,0a26b00c-9cef-4066-b1aa-1f1111dba2ac-ccs,f3658bde-53ea-4c91-adc0-d3b994a52c9d-ccs,b5cdbc01-8c27-4509-b383-1f6f4bdd1adf-ccs,b1f75805-6845-4011-b0e5-d8e2a46129e1-ccs,572df127-38b1-445d-a3d6-e66d5160ef41-ccs,c9a0efb7-1b1b-4d56-8f02-f829ed81787f-ccs,a7aa5c81-0014-4d4b-86fc-3a1a394f5251-ccs,8c3c0190-4410-488b-a657-ef081ee5bd84-ccs,94af7c41-e949-4ebc-a9fa-7d697dfd6d79-ccs,9c5da2d4-82d6-47d5-a2e4-19145525c2b1-ccs,490b7ace-b3e7-4b3b-a59e-fd53e0eadd1b-ccs,6e659b6b-d1e7-4987-9389-b3c3149b60ba-ccs,c7e0f755-aed3-4ed2-80b0-cdf551e765d2-ccs,53d4bc73-0f23-4bb4-be7e-e30ef2704a8d-ccs;ON=.;CB=.
chr2	111776862	111776863	chr2	87193439	87193440	BP254	MEDIUM	-	+	RC=7;MD=3.14;GN=NCAL1,ANAPC1,ENSG00000204745;GI=ENSG00000231259.5,ENSG00000153107.13,ENSG00000204745.4;GC=5,7,7;CL=PotentialTransSplicing:7;MQ=2.4323,5.83773;MI=0.949412,0.944168;SA=7,7;BP=7;EX=7,7;IN=0,0;AC=chr2:87037291-/chr2:111803826-,chr2:87037329-/chr2:87159559+,chr2:87047187-/chr2:111815641-,chr2:111776862-/chr2:87193439+,chr2:111792357-/chr2:87179995+,chr2:111792357-/chr2:87182957+,chr2:111808944-/chr2:87737715+,chr2:111815367-/chr2:87732386+,chr2:111815370-/chr2:87037503-,chr2:111821237-/chr2:87047305-,chr2:87141002+/chr2:111821413-,chr2:87159653+/chr2:111792542-,chr2:87183096+/chr2:111777015-,chr2:87193574+/chr2:111769407-,chr2:87707909+/chr2:87140822+,chr2:87732621+/chr2:111803839-,chr2:87737852+/chr2:111792526-	RN=8464e87f-8e3b-4e84-804e-a3356ab6a05f-ccs,27e09964-7c00-4f91-85af-4d67e5c9bb1b-ccs,d5eb8721-afe0-4b42-b01d-eceb1261c2fb-ccs,6a5f421d-7c03-4d1e-ad17-e106e9aa83e8-ccs,43eb42dd-9d9a-4174-8efe-3081073a8c23-ccs,470adbc7-e329-46da-9a99-df25af2f41ad-ccs,59832439-f98a-4aab-bef1-ff7cd75a2b89-ccs;ON=.;CB=.
chr2	111792357	111792358	chr2	87179995	87179996	BP260	MEDIUM	-	+	RC=7;MD=5.86;GN=ANAPC1,NCAL1,ENSG00000204745;GI=ENSG00000153107.13,ENSG00000284879.1,ENSG00000204745.4;GC=7,5,7;CL=PotentialTransSplicing:7;MQ=3.94707,3.48825;MI=0.894019,0.952987;SA=7,7;BP=7;EX=7,7;IN=0,0;AC=chr2:87047187-/chr2:111815641-,chr2:111776857-/chr2:87193444+,chr2:111776862-/chr2:87193439+,chr2:111782367-/chr2:87188856+,chr2:111792357-/chr2:87179995+,chr2:111808944-/chr2:87737715+,chr2:111808944-/chr2:87737715+,chr2:111815367-/chr2:87156280+,chr2:111818837-/chr2:87725934+,chr2:111821237-/chr2:87047305-,chr2:111821237-/chr2:87047305-,chr2:111831280-/chr2:87140822+,chr2:111864806-/chr2:106370935+,chr2:111878814-/chr2:106370935+,chr2:111880610-/chr2:86873182+,chr2:86878868+/chr2:111864931-,chr2:87141002+/chr2:111821413-,chr2:87141007+/chr2:111821432-,chr2:87156514+/chr2:111792540-,chr2:87156514+/chr2:111803839-,chr2:87180106+/chr2:111782497-,chr2:87183096+/chr2:111777015-,chr2:87193571+/chr2:111769407-,chr2:87193574+/chr2:111769407-,chr2:87726176+/chr2:111809178-,chr2:87726208+/chr2:87156279+,chr2:87737852+/chr2:111792526-,chr2:87737852+/chr2:111792554-,chr2:106371122+/chr2:111862599-	RN=6bff8abc-2bb6-4132-bac1-bcf455ce89db-ccs,27e09964-7c00-4f91-85af-4d67e5c9bb1b-ccs,d5eb8721-afe0-4b42-b01d-eceb1261c2fb-ccs,59832439-f98a-4aab-bef1-ff7cd75a2b89-ccs,7804c716-60a8-447c-b71e-4f0c44eb939a-ccs,a3cf1695-34f8-4ab1-8397-9c78e333032a-ccs,8127911f-fee9-4abd-9bc6-67791002378e-ccs;ON=.;CB=.
chr2	111803702	111803703	chr2	87030850	87030851	BP210	MEDIUM	-	-	RC=3;MD=16.7;GN=MIR4435-2HG,NCAL1,ANAPC1P2,ANAPC1;GI=ENSG00000172965.17,ENSG00000284879.1,ENSG00000285793.1,ENSG00000153107.13;GC=2,3,3,3;CL=FUSION:3;MQ=2.77628,2.04407;MI=0.94925,0.93309;SA=3,3;BP=3;EX=3,3;IN=0,0;AC=chr2:87037291-/chr2:111803839-,chr2:87047187-/chr2:87725934+,chr2:87049587-/chr2:87725950+,chr2:111344059-/chr2:87704331+,chr2:111344059-/chr2:87704336+,chr2:111803702-/chr2:87030850-,chr2:111818840-/chr2:87725946+,chr2:87455644+/chr2:111344237-,chr2:87707909+/chr2:87716607+,chr2:87716792+/chr2:87049763-,chr2:87720020+/chr2:87047305-,chr2:87720020+/chr2:111818957-,chr2:87726208+/chr2:87037526-,chr2:87726208+/chr2:87732407+,chr2:87732621+/chr2:111803839-,chr2:87732621+/chr2:111803839-	RN=3240b98f-91ea-4b37-ae2d-74bd1b6d4e29-ccs,33dee4a4-ebc6-4bf6-89d9-cb0851ae9e05-ccs,e49b6d34-07d4-484a-aecd-0566da628da2-ccs;ON=.;CB=.
chr2	111803702	111803703	chr2	87739010	87739011	BP266	MEDIUM	-	+	RC=4;MD=7.75;GN=ANAPC1P2,ANAPC1,NCAL1;GI=ENSG00000231259.5,ENSG00000153107.13,ENSG00000284879.1;GC=2,4,4;CL=FUSION:4;MQ=2.49405,0;MI=0.938044,0.941897;SA=4,3;BP=4;EX=4,0;IN=0,4;AC=chr2:87037291-/chr2:111803826-,chr2:87049587-/chr2:111818957-,chr2:87049587-/chr2:87725950+,chr2:111344059-/chr2:87704331+,chr2:111803702-/chr2:87739010+,chr2:111818837-/chr2:87043972-,chr2:111818839-/chr2:87149832+,chr2:111822417-/chr2:87719810+,chr2:87132072+/chr2:111822588-,chr2:87150104+/chr2:87732385+,chr2:87704601+/chr2:87131969+,chr2:87716792+/chr2:87049763-,chr2:87720020+/chr2:111818957-,chr2:87732621+/chr2:111803839-	RN=dd5359f0-2f3e-4e77-8da1-91b6fe59854e-ccs,7664a2b0-128e-4acb-b3f5-3a7674284e83-ccs,5fa51916-24b0-4a5c-9df5-f51b525360ee-ccs,c44bab3e-783a-4b4e-bd72-0e0029e4d517-ccs;ON=.;CB=.
chr2	111815367	111815368	chr2	87156280	87156281	BP269	MEDIUM	-	+	RC=4;MD=11.1;GN=ANAPC1,ANAPC1P6,ENSG00000204745;GI=ENSG00000153107.13,ENSG00000235486.1,ENSG00000204745.4;GC=4,1,4;CL=FUSION:4;MQ=3.28962,1.71594;MI=0.94725,0.950564;SA=2,4;BP=4;EX=4,4;IN=0,0;AC=chr2:87047185-/chr2:111815629-,chr2:87049587-/chr2:111815641-,chr2:87075916-/chr2:111822590-,chr2:87075916-/chr2:86740926+,chr2:111344059-/chr2:87704331+,chr2:111776857-/chr2:87193444+,chr2:111792357-/chr2:87179995+,chr2:111815367-/chr2:87156280+,chr2:111822420-/chr2:87049797-,chr2:111822420-/chr2:87722295+,chr2:111878814-/chr2:106370935+,chr2:86741069+/chr2:87716618+,chr2:87156514+/chr2:87034241-,chr2:87156514+/chr2:111792540-,chr2:87156514+/chr2:111803839-,chr2:87180106+/chr2:111782497-,chr2:87193571+/chr2:111769407-,chr2:87707909+/chr2:111822596-,chr2:87716792+/chr2:87049782-,chr2:87722417+/chr2:111815629-,chr2:106371122+/chr2:111862599-	RN=0f09d59f-36d1-4147-86b6-3f9d725f0d6a-ccs,6402f225-e045-4a91-981a-cf2aa0f89605-ccs,7804c716-60a8-447c-b71e-4f0c44eb939a-ccs,80197c68-52f7-4d24-ad0b-90b4a4848c4a-ccs;ON=.;CB=.
chr2	111818840	111818841	chr2	87725946	87725947	BP110	MEDIUM	-	+	RC=1;MD=0;GN=CYTOR,MIR4435-2HG,ANAPC1P4,NCAL1,ANAPC1,ANAPC1P2;GI=ENSG00000222041.13,ENSG00000172965.17,ENSG00000234231.4,ENSG00000284879.1,ENSG00000153107.13,ENSG00000285793.1;GC=1,1,1,1,1,1;CL=FUSION:1;MQ=3.66272,0.979379;MI=0.946033,0.96813;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr2:111344059-/chr2:87704336+,chr2:111803702-/chr2:87030850-,chr2:111818840-/chr2:87725946+,chr2:87455644+/chr2:111344237-,chr2:87707909+/chr2:87716607+,chr2:87720020+/chr2:111818957-,chr2:87726208+/chr2:87732407+,chr2:87732621+/chr2:111803839-	RN=33dee4a4-ebc6-4bf6-89d9-cb0851ae9e05-ccs;ON=.;CB=.
chr2	111821237	111821238	chr2	87047305	87047306	BP100	MEDIUM	-	-	RC=4;MD=1.75;GN=ANAPC1P4,ANAPC1,ANAPC1P2;GI=ENSG00000234231.4,ENSG00000153107.13,ENSG00000231259.5;GC=1,4,4;CL=FUSION:4;MQ=5.60223,2.49341;MI=0.94258,0.950571;SA=4,4;BP=4;EX=4,4;IN=0,0;AC=chr2:87032066-/chr2:111794322-,chr2:87034150-/chr2:87738021+,chr2:87037291-/chr2:111792554-,chr2:87047185-/chr2:87725935+,chr2:87047187-/chr2:111815641-,chr2:106475653-/chr2:111864950-,chr2:111344062-/chr2:87691729+,chr2:111782367-/chr2:87188856+,chr2:111792357-/chr2:87179995+,chr2:111792357-/chr2:87182957+,chr2:111808944-/chr2:87737715+,chr2:111821237-/chr2:87047305-,chr2:111831280-/chr2:87140822+,chr2:111831284-/chr2:87716607+,chr2:111864806-/chr2:106370935+,chr2:111880610-/chr2:106475815-,chr2:111880610-/chr2:86873182+,chr2:86878868+/chr2:111864931-,chr2:87132072+/chr2:111822588-,chr2:87141007+/chr2:111821432-,chr2:87180106+/chr2:111782497-,chr2:87193571+/chr2:111769407-,chr2:87585253+/chr2:111344224-,chr2:87691947+/chr2:87131964+,chr2:87705967+/chr2:111831435-,chr2:87716792+/chr2:111821447-,chr2:87732618+/chr2:87034244-,chr2:87737852+/chr2:111792554-,chr2:106371122+/chr2:111862599-	RN=5db05029-a927-4472-9238-b6d01636adff-ccs,0e6372a8-ebf6-4303-bb29-2511ac6522a8-ccs,a3cf1695-34f8-4ab1-8397-9c78e333032a-ccs,a044c515-6b55-457b-b93e-00efe4f85ee6-ccs;ON=.;CB=.
chr2	111822417	111822418	chr2	87719810	87719811	BP276	MEDIUM	-	+	RC=2;MD=5.5;GN=MIR4435-2HG,NCAL1,ANAPC1,ANAPC1P2;GI=ENSG00000172965.17,ENSG00000284879.1,ENSG00000153107.13,ENSG00000285793.1;GC=2,2,2,1;CL=FUSION:2;MQ=3.26834,0.815571;MI=0.936077,0.937048;SA=2,2;BP=2;EX=2,2;IN=0,0;AC=chr2:87037291-/chr2:111803826-,chr2:111344059-/chr2:87704331+,chr2:111344059-/chr2:87707757+,chr2:111803702-/chr2:87739010+,chr2:111815367-/chr2:87732386+,chr2:111818837-/chr2:87043972-,chr2:111822417-/chr2:87719810+,chr2:87132072+/chr2:111822588-,chr2:87704601+/chr2:87131969+,chr2:87707909+/chr2:111822596-,chr2:87720020+/chr2:111815617-,chr2:87720020+/chr2:111818957-,chr2:87732621+/chr2:87030899-	RN=ff617e5b-9b30-4072-94a3-e75a285974cc-ccs,c44bab3e-783a-4b4e-bd72-0e0029e4d517-ccs;ON=.;CB=.
chr2	111834605	111834606	chr2	87131964	87131965	BP281	MEDIUM	-	+	RC=1;MD=0;GN=MIR4435-2HG,ANAPC1,ENSG00000204745,NCAL1;GI=ENSG00000172965.17,ENSG00000153107.13,ENSG00000204745.4,ENSG00000284879.1;GC=1,1,1,1;CL=FUSION:1;MQ=3.37138,1.47815;MI=0.907867,0.925162;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr2:111344062-/chr2:111834824-,chr2:111834605-/chr2:87131964+,chr2:87132116+/chr2:87716607+	RN=10b6ba33-1e6a-4a8b-9c1d-68f7127d1d0b-ccs;ON=.;CB=.
