ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF0210	ALG8	RPS25	1	chr11	78100981	chr11	119018044	5df1b53c-d136-467c-a0f9-1fe83fb79168
GF0211	CXXC4-AS1	ENSG00000248242	1	chr4	104653921	chr4	104927996	5f2a1e3b-d725-4f79-a87a-16319f8c34ad
GF0212	RPL13AP5	SLAIN1	1	chr10	96750282	chr13	77764232	5f6c9ded-2d8a-454d-99ae-e9f58a645800
GF0213	PFDN5	STAG1	1	chr12	53295568	chr3	136337398	5f96d74c-769f-4ac1-a565-64ab5e41e78e
GF0214	SF3B1	KCNMB2	2	chr2	197391973	chr3	178807345	5fd1d4ae-a5e1-4df6-bdad-372cd192f2ca
GF0216	ENSG00000277856	IGHA1	1	KI270726.1	26522	chr14	105708666	60983b70-812f-4410-aa1a-fe4561a64613
GF0217	RPL38	PAK1IP1	1	chr17	74209879	chr6	10694950	61310abd-7f3b-40db-9863-4c99c8f5519f
GF0218	KANSL1	ARL17A	1	chr17	46094558	chr17	46570869	61f9e5d8-fd4f-4f1d-b3be-8737d14dac10
GF0219	TM9SF2	MT-RNR2	1	chr13	99563388	chrM	2695	629e64e5-4296-4253-8004-54fb0a10af8d
GF0220	LMO7	ATP8A1	1	chr13	75702753	chr4	42422806	62cb18ef-8ec0-4b8d-b790-40a24a99383b
GF0221	ENSG00000267009	ZFAND3	1	chr17	68515392	chr6	38116738	630a1f71-993c-4ac6-842b-b52b99266481
GF0222	DDX1	ENSG00000283228	1	chr2	15613223	chr2	151876425	63cabfb1-f436-4f00-8864-fe48b2e0ffc1
GF0223	DDX1	CACNB4	1	chr2	15613223	chr2	152098347	63cabfb1-f436-4f00-8864-fe48b2e0ffc1
GF0224	ENSG00000283228	CACNB4	2	chr2	151883372	chr2	152098337	7009aae5-6ae6-435b-904b-fbcc3e0ba63b,63cabfb1-f436-4f00-8864-fe48b2e0ffc1
GF0225	TOP2A	ACTB	1	chr17	40392666	chr7	5527659	64396bf5-037a-437a-a966-2628f869b8e6
GF0226	UFC1	PCNX4	1	chr1	161154112	chr14	60114699	65aaa891-3453-4b03-aba1-fbbe15f5850b
GF0227	ACADM	ARMH4	1	chr1	75724699	chr14	58272002	67327caf-9136-478d-bdae-782b77f64a75
GF0228	H3-3B	STX11	1	chr17	75779184	chr6	144187156	67a44641-9d64-4931-b810-b4db86edb1ba
GF0229	PUM2	BCAS4	1	chr2	20350712	chr20	50840213	689bbecb-404e-4f3d-bf9a-eb9313403493
GF0230	ABLIM1	PDK3	1	chr10	114431930	chrX	24550462	6923389d-326a-4e12-ab2a-bb5418b84504
GF0231	SDF2	GBE1	1	chr17	28662344	chr3	81649922	69af3383-ca6d-416e-aeef-443badbb14c5
GF0232	SGMS1	RPL13	1	chr10	50305599	chr16	89560937	6a181bb6-4b96-42ef-b45a-842c2640dd51
GF0233	CAPZA1	PDS5A	1	chr1	112649472	chr4	39825484	6a608490-4d72-4c91-8d80-f280108e4969
GF0234	VDAC2	NUDT21	1	chr10	75231276	chr16	56451336	6afd4e82-72e5-4245-b1b6-79b3fab39e56
GF0235	RPLP1	NPM1	1	chr15	69452835	chr5	171410883	6b3bcf20-0fd8-40ac-a10c-87f76a0e45b9
GF0236	PTPN11	RPL31	1	chr12	112506248	chr2	101006419	6b709ef5-5ed0-496a-8c1a-a21c52daadb2
GF0237	WASL	CHCHD3	1	chr7	123689149	chr7	133034522	6c3c3381-aca6-4fea-a436-aa08edf99c6d
GF0238	TUBA1B	HMGN3	1	chr12	49127781	chr6	79234652	6c9da308-f37a-4d78-8763-a461b3cb0739
GF0239	NDUFA13	TMED7-TICAM2	1	chr19	19516285	chr5	115613502	6d8210b0-cdab-4ad7-9246-084315ce0e1a
GF0240	RPL13	TCEA1	1	chr16	89560937	chr8	53966555	6de8890b-4eb4-495f-b599-1635398b2d40
GF0241	MS4A1	SUN1	1	chr11	60466957	chr7	842130	6df14653-3f04-4b44-8e28-d7eb6f42f912
GF0242	IRF8	STAU2	1	chr16	85920968	chr8	73653662	6e4b0606-9a49-4814-803a-6b4dc965673e
GF0243	GMDS	GFOD1	1	chr6	1624544	chr6	13486636	6ee83645-19f0-45dc-a68a-61ae1ef03057
GF0244	SPCS2	TOMM70	1	chr11	74949277	chr3	100363470	6f3ed664-0f4d-4198-a817-9c865eb30d0c
GF0245	HIKESHI	IRF2	1	chr11	86345662	chr4	184388625	6f5b5c0c-3e83-4b1c-b127-694fd04825c5
GF0246	EIF3A	BST2	1	chr10	119038268	chr19	17402943	6f6696fd-4522-47e8-bccf-623719b96874
GF0247	SERBP1	RPL14	1	chr1	67412862	chr3	40457889	6f6e5546-013c-429e-8c4c-33ce211358d1
GF0248	KPNA6	FBXO21	1	chr1	32163233	chr12	117172469	7034ac10-61e6-444f-96d6-4f21f2abafea
GF0249	EEF1A1P5	PGRMC1	1	chr9	133020066	chrX	119244462	70a0a68d-2bd6-4025-b776-45740b23828b
GF0250	SQLE	TMSB4X	1	chr8	125022268	chrX	12976261	70e07ef2-22c8-409e-8673-75285a9d96ea
GF0251	MAP1LC3B	PELI1	1	chr16	87404773	chr2	64101189	71457b1b-ba5c-4c2f-92c5-4d345ac39386
GF0252	RPL4	ENSG00000248710	1	chr15	66499323	chr3	160343762	7167797a-6f14-4e38-8948-97dbbbac95be
GF0253	FOXN2	CHAF1B	1	chr2	48379293	chr21	36385404	71815a92-9da8-4515-9248-8b17255a440c
GF0254	ACTB	PRKDC	1	chr7	5529400	chr8	47773107	718a3d74-3a1d-41ff-bec4-2080ee298e7d
GF0255	ATP5F1C	COTL1	1	chr10	7806970	chr16	84590103	72202604-b8bd-4a75-9724-2a9e84a6f7c7
GF0256	EIF3H	RPS6	1	chr8	116658981	chr9	19376260	7306a839-7c31-4eb4-b446-3ea09d5aeb9b
GF0257	ABI1	GTF2H1	1	chr10	26746891	chr11	18333075	7363e10a-477c-4dae-9dc2-f2df87a6822b
GF0258	PRKRA	ENSG00000250264	1	chr2	178444510	chr6	32825419	7379d849-4fe9-4b3d-8682-b839c7897b13
GF0259	ENSG00000240040	IGKV4-1	4	chr2	88860910	chr2	88886144	f85a3f0d-c31e-4d36-bb50-64f7ac5a9ace,73b5171b-b547-44e9-979c-0589253bfa80,aaae37a5-bf96-463d-aeb1-311cf7210f1c,ec506c5f-6496-4874-8ac9-f3a778dec1a2
GF0260	TEC	USO1	1	chr4	48228476	chr4	75752370	73ce7ee2-01fd-4269-9b9f-947c3df8b9c9
GF0261	CTBP1	OSGIN2	1	chr4	1211464	chr8	89902535	73d209b2-8692-473f-afd8-21206c1fdc9d
GF0262	TMCC3	MT-RNR2	1	chr12	94568820	chrM	3153	744dfe8c-919f-4589-a5fd-d7e37bf7dcc0
GF0263	DTX2P1-UPK3BP1-PMS2P11	CCDC146	1	chr7	77043777	chr7	77254511	7455e5ba-4c62-4d34-8a41-d12bb922f511
GF0264	LRBA	MT-RNR2	1	chr4	150828357	chrM	3233	745a363e-207e-4b41-883c-9a411da4b86f
GF0265	RPL28	MOB1A	1	chr19	55388368	chr2	74178850	749479e6-85d3-4132-b0ba-8c6bbb59fcf1
GF0266	RPL37	MT-RNR2	1	chr5	40832455	chrM	1706	74c8b61a-1202-4de5-8018-70219f949487
GF0267	NCOA4	RPL4	1	chr10	46005089	chr15	66504832	74c951ef-d17f-48bc-b6bb-5d928e5ceeeb
GF0268	NKIRAS1	ASCC3	1	chr3	23917848	chr6	100508731	74ca29f0-2844-4bd0-acd5-24d6355cb409
GF0269	FCMR	OPA1	1	chr1	206903279	chr3	193593297	754bc73a-2ad7-45da-a327-6311273cbe13
GF0270	RPL37A	RALGAPA2	1	chr2	216529266	chr20	20571454	75ac9132-53ab-463a-b735-d171f4fc5a50
GF0271	RPS6KB1	RPS15	1	chr17	59947452	chr19	1438818	767680c5-32d4-4031-85f5-d1b05f301f98
GF0272	RPL22	UHRF2	1	chr1	6192941	chr9	6413478	77a638b9-fc1a-4741-827a-c67b7371dc78
GF0273	RAD21	RPS6	1	chr8	116846012	chr9	19380215	786986ba-6475-44dc-8812-01542d600e11
GF0274	IFI44L	RPLP1	1	chr1	78622234	chr15	69455509	786c80d3-ee74-4def-8a67-0b7f300a5596
GF0275	RPS19	ENSG00000271793	1	chr19	41860790	chr6	85608331	78a65758-e62d-4582-a7bd-08ec6011ea8c
GF0276	RCSD1	RPS23	1	chr1	167706243	chr5	82278344	78aa398d-d4fa-4fc0-98fd-4d2e4c9250cb
GF0277	CDC16	CCN4	1	chr13	114234925	chr8	133195062	79ade7fc-6625-4e39-b2ff-f932b1d834c0
GF0278	SRGN	LINC01500	1	chr10	69088100	chr14	58795065	7a32e321-161e-4677-9603-d8a5edf79617
GF0279	RALGPS2	KDSR	1	chr1	178920102	chr18	63331200	7a5b585b-6b3d-419f-b2b3-533cb1502b5b
GF0280	ENSG00000289694	PLPBP	1	chr1	22091426	chr8	37766354	7b17ec0a-0754-4ac2-8b93-d87587a9f919
GF0281	RPS27A	RPS20	1	chr2	55235608	chr8	56074482	7b7d457a-4ca7-43d2-986a-ca0f84d84d9f
GF0282	CHMP1A	TMEM165	1	chr16	89647331	chr4	55424630	7c14a977-8f72-47c2-88a5-bb45b8eebe13
GF0283	PALM2AKAP2	SVEP1	1	chr9	110138540	chr9	110400942	7c4a4c74-0473-49e3-afed-d82c07ab4838
GF0284	UCHL5	MYO5A	1	chr1	193044315	chr15	52405286	7c59d911-f368-4e3d-a62f-a9cce261c854
GF0285	RPL21P16	WDPCP	1	chr10	120355211	chr2	63607174	7c858c9d-10dd-4d11-9c1d-5f7bf9165b00
GF0286	SLC30A9	MT-RNR2	1	chr4	42087520	chrM	1700	7cfc33a8-d98f-4d49-b168-cdb90fe93377
GF0287	RPS16	GALNT7	1	chr19	39435709	chr4	173323471	7df142c8-8eb1-4cb1-9263-b078ef17d798
GF0288	ATP5PB	COX5A	1	chr1	111461329	chr15	74938086	7e1daa53-8369-4ebe-8f47-47d11c22027e
GF0289	SRP9	ARHGAP19-SLIT1	1	chr1	225777932	chr10	97266077	7f30096f-da40-4c62-bb65-23d6799451ea
GF0290	ATF7IP	PABPC1	1	chr12	14499450	chr8	100702913	7fc55c2b-ded4-4390-924a-d9bd6d84a0d4
GF0291	ENSG00000258344	DAPK1	1	chr12	54287083	chr9	87525279	7fd69a60-c03f-4424-8306-b23143e926dc
GF0292	AKAP11	PPIA	1	chr13	42298686	chr7	44801627	819ea216-314d-4417-ab63-0ba78177af81
GF0293	RPS13	CNBP	1	chr11	17075566	chr3	129169755	82059cd7-612b-47eb-9eae-5af8032f1329
GF0294	SON	BUD31	1	chr21	33577476	chr7	99417426	824edbd2-da36-46e7-9d46-39ce3e81434e
GF0295	INTS6	TSTD3	1	chr13	51374441	chr6	99542386	83fb7ea7-85df-4055-95e8-16d78a02d9e6
GF0296	TIGD7	HSPD1	1	chr16	3305708	chr2	197486578	843295ac-bad4-4973-a577-729050e7c35f
GF0297	LCP1	RPS11	1	chr13	46125917	chr19	49496446	84817d0d-9ccb-4665-8dd1-4e5f9f9d2bfe
GF0298	IGHA1	IGHV3-33	1	chr14	105708666	chr14	106359790	8532de5a-4ab8-4658-9a53-f886a907dc8e
GF0299	TIMM10	FAM135A	1	chr11	57530710	chr6	70561170	8588e7a2-9ba2-486e-8d87-02e43a2ff1c4
GF0300	RPS25	HSP90AA1	1	chr11	119015846	chr14	102086363	85d85144-adc8-4ef8-9d30-13c76ae41c66
GF0301	RPL4	RPS19	1	chr15	66499253	chr19	41860773	86147588-b6fe-4b85-bb5e-9da665d45946
GF0302	TPT1	HERPUD1	1	chr13	45340185	chr16	56943878	866da051-2a42-4ec7-bb5a-0707aff8ed81
GF0303	DUSP10	HSPD1	1	chr1	221702322	chr2	197503377	867390c6-80c0-4dfd-8368-336eb8232806
GF0304	IARS2	SLC25A6	1	chr1	220148037	chrX	1389628	867888dd-d39f-436c-9515-54efd7285b6f
GF0305	PDIA6	PCNP	1	chr2	10810406	chr3	101576447	86a5200f-e8c5-4420-92e0-872db4628787
GF0306	WAC	ENSG00000280441	1	chr10	28533194	chr21	8400038	8744021e-922b-4dad-8917-f4174917a5ec
GF0307	STRAP	MT-RNR2	1	chr12	15903477	chrM	1730	87754f28-b03e-4c5f-8659-121965907e87
GF0308	ENSG00000286163	TPT1P13	1	chrX	121164158	chrX	121864128	87937db5-4a44-47aa-9224-da7d49c11398
GF0309	B2M	NT5DC1	1	chr15	44711524	chr6	116244219	879f9c43-8d8a-4966-93a5-9f2398c52171
GF0310	ENSG00000289733	CLIP4	1	chr16	81811289	chr2	29121372	87bc36ec-fd6d-4642-8e70-a5e7a49d79d7
GF0311	RPS21	EEF1A1P5	1	chr20	62387317	chr9	133021170	883e32d1-2b27-4f06-aadc-542f934ff60f
GF0312	CEP57	MAML2	1	chr11	95799230	chr11	96341382	89dc20ae-6d2a-4bfe-a35e-2b89ac21f4ee
GF0313	NAP1L1	MT-RNR2	1	chr12	76044889	chrM	1985	89fc127f-80db-4562-b7a1-307462753104
GF0314	LDHA	RPS29	1	chr11	18396825	chr14	49583580	8a026043-67f7-4240-85c9-4276b1810c93
GF0315	CAP1	MT-CO1	1	chr1	40072634	chrM	6026	8a9dc8b3-a55c-4b00-9504-8a4914972a97
GF0316	ESCO1	SNRPD1	1	chr18	21540701	chr18	21612444	8aa8f0df-d311-4628-b07f-e1cb96f72995
GF0317	PSMB2	EMC4	1	chr1	35603137	chr15	34225051	8acdecfc-7541-4c99-b1f5-2a41a28fcda2
GF0318	NAP1L1	SLC39A8	1	chr12	76047595	chr4	102344812	8b2ac57f-0aaa-4f6e-b663-b6c70608b89e
GF0319	TEC	PSMB1	1	chr4	48228476	chr6	170549114	8b88c525-d800-415c-b1a1-a6da3871ec02
GF0320	FDFT1	CTSB	1	chr8	11838384	chr8	11847051	8bdfa587-1f3f-4fcd-9e3d-ed0fbaca3cb9
GF0321	ACTB	TMSB4X	1	chr7	5527152	chrX	12975122	8d55f7ef-63a7-4342-a16e-57fc464ad258
GF0322	AICDA	MZT2B	1	chr12	8602305	chr2	130182290	8d8830ce-bb46-4fad-aaec-a3c2231ba1d0
GF0323	RPS6	RLIM	1	chr9	19380215	chrX	74585233	8dd6ba4b-6d4c-4b41-b08e-f935a86fad22
GF0324	CCT5	C8orf76	1	chr5	10260912	chr8	123220298	8e035998-fc84-4f61-a44c-f30bb86676f1
GF0325	IGHA1	IGHV3-11	4	chr14	105708667	chr14	106116636	cd431085-a5e5-49e1-aadf-33f5fca15452,8e05da27-1dfe-4a01-9111-491d62562d68,a80f9cb1-23c6-4713-9f96-fcc2e6a2c74e,b64f7471-03d6-4bd9-9bf9-caa5b0d48c95
GF0326	CMSS1	TBC1D23	1	chr3	99818043	chr3	100290575	8e3effe1-52c1-4fc7-b1f0-7b37e02d80bb
GF0327	RPS23	TMEM38B	1	chr5	82276061	chr9	105694552	8f2b4ba9-d624-49aa-872c-4b3fafe6e95f
GF0328	PCDH15	CREBZF	1	chr10	54527811	chr11	85662457	8faf4894-889a-4a68-991b-4489a2b811b4
GF0329	SSU72	PDK1-AS1	1	chr1	1564918	chr2	172495374	90c3e9d1-cfc1-4387-971d-2e7419ff51b9
GF0330	QKI	MT-CYB	1	chr6	163567236	chrM	15882	924338fa-75c9-4afe-b640-7ec7296b3512
GF0331	C10orf88	YWHAZ	1	chr10	122932588	chr8	100920750	927da03c-3bb8-4471-89e9-6cf8da5cd7e7
GF0332	PHB2	VCP	1	chr12	6968023	chr9	35061574	92f1c8b8-8755-4c7f-9f17-19e8aba2cbed
GF0333	AHSA2P	ENSG00000286848	1	chr2	61177477	chr4	70656018	92fbec51-9434-409b-821c-0fbbb0fe6174
GF0334	ILF2	ENOSF1	1	chr1	153662793	chr18	683253	9334ee24-b75a-4fd1-913d-37c0eda18f9b
GF0335	TDRD3	HNRNPD	1	chr13	60510755	chr4	82359636	94ff2a0e-8361-470a-a060-3ba2a8418bc1
GF0336	LDHA	CAAP1	1	chr11	18407846	chr9	26892728	9593e53b-d862-497d-a6a6-a32b4e69fb65
GF0337	WDHD1	RPL38	1	chr14	54960321	chr17	74209879	95a3a864-d6e4-499e-a143-33c21f624e16
GF0338	IFI44L	PDHX	1	chr1	78620570	chr11	34984567	96247080-3875-4c2a-b934-825f6cf8ac40
GF0339	SHOC2	SELENOK	1	chr10	111013645	chr3	53891800	966ac8ad-e3e1-4c74-8295-97f320de6f14
GF0340	EIF5	PIEZO1	1	chr14	103343168	chr16	88716071	96daf7a1-4243-45e8-a84d-c644a9898df9
GF0341	RPL13AP25	PABPC1	1	chr13	54440955	chr8	100702917	9714711f-aa33-4262-872f-a40bba408930
GF0342	ENSG00000268173	NFKB1	1	chr19	18178117	chr4	102578994	981080d0-8f5c-46fe-9080-a6473d8bd859
GF0343	MT-RNR1	MT-CYB	1	chrM	0	chrM	16568	9893c695-c540-4ac0-b88b-519f9fe8b215
GF0344	C4orf47	ENSG00000285982	1	chr4	185426397	chr8	103426053	98e5ec5e-6ec4-4a29-bdf0-938ce4f0d3f6
GF0345	DDX42	TMSB4X	1	chr17	63811982	chrX	12977226	998f0d78-448f-40b0-8717-81bce35706cf
GF0346	ENSG00000258344	EEF1A1P5	1	chr12	54281385	chr9	133021169	9a276a32-488b-4fe3-8315-9e8839e9a62b
GF0347	UBE2Q2P2	EDEM1	1	chr15	82372202	chr3	5216842	9a39666a-07ee-4135-8ec0-77a414650ab1
GF0348	STAT1	RAC2	1	chr2	191014139	chr22	37225269	9a8053f1-1c9a-43c2-85aa-46e0e27bd1c9
GF0349	SRGN	IQCG	1	chr10	69088176	chr3	197955812	9a987024-5bcc-46bd-88b0-d62d7717bf59
GF0350	SUPV3L1	ANXA7	1	chr10	69180247	chr10	73375784	9ad7b684-858e-41c4-8365-61ab19bb6507
GF0351	RPLP0	DNAJC10	1	chr12	120196710	chr2	182739579	9d233106-056d-404b-bcda-e4bfeac94275
GF0352	CTR9	NPM1	1	chr11	10797500	chr5	171410891	9d9f8efe-449d-4faf-a4b3-f71974c6999d
GF0353	BMPR1A	HMGB2	1	chr10	86924640	chr4	173332994	9dfbc775-b3fc-4571-a079-85d380a15080
GF0354	ANXA4	PLP2	1	chr2	69826463	chrX	49174862	9f21dc6f-d25f-41e8-89a9-85736fab7884
GF0355	CHKA	NSUN2	1	chr11	68116134	chr5	6606819	9f4d9f7e-9246-401a-8b91-31b16e29b46a
GF0356	TNPO3	P2RY8	1	chr7	128957316	chrY	1536920	9f88fed1-e78a-46c3-a685-4faef4f45cc5
GF0357	ENSG00000289809	UFL1	1	chr3	12836062	chr6	96549498	a00a85a9-0510-47b6-9be1-83dc6a87d965
GF0358	RPL21P16	DDX5	1	chr10	120355210	chr17	64499625	a00eb5be-b3e6-48f9-a696-533bd270bc2b
GF0359	PCSK7	NEK1	1	chr11	117206693	chr4	169612145	a04d8d58-64ed-443d-bc3a-9b5c88096273
GF0360	RPRD1A	SERTAD1	1	chr18	35989837	chr19	40425958	a0542fac-e348-4893-950f-e20d084d5c5d
GF0361	IGKV4-1	IGKV3-7	2	chr2	88886149	chr2	88978567	b4393134-c92f-4d91-86e0-2c7392d62db2,a0581dd8-93d8-4034-bdec-1b183e3238fa
GF0362	LDHA	RPL18	1	chr11	18407846	chr19	48619166	a0efb5ed-623c-4dfb-9501-be892c07be24
GF0363	RPL21P16	MOB1A	1	chr10	120354658	chr2	74178855	a1aac048-462a-48a5-bb2f-0dd44de25539
GF0364	B2M	AFF1	1	chr15	44717640	chr4	87141038	a2f8fa67-7efa-45bd-88c5-696fd2f39039
GF0365	LDHA	ATF2	1	chr11	18407846	chr2	175073111	a350230c-cf75-43fb-b45a-d5dbf483e6f1
GF0366	TPT1	RPL31	1	chr13	45340066	chr2	101006005	a36f0c95-fc09-4fbd-a15f-6efeaa8b3544
GF0367	IRAG2	NKIRAS1	1	chr12	25108331	chr3	23918514	a3ccede5-ddb7-484a-9cf5-ebe292b8efe9
GF0368	UBE2Q2P2	RMC1	1	chr15	82372206	chr18	23520232	a3f25834-b7c5-4308-9fc7-ea9a3f610471
GF0369	ENSG00000227161	MT-RNR2	1	chr15	59663743	chrM	3228	a454f5f0-714a-4667-949a-a2e772cc4d81
GF0370	BIRC2	LINC01841	1	chr11	102368304	chr19	14369942	a4c3fa39-f7a5-4df0-92bd-90f82f31e6f1
GF0371	HLA-DRA	ZBTB6	1	chr6	32439896	chr9	122908055	a5107030-35c5-4ca8-9a80-cb58b0ee8efd
GF0372	TTC17	RPL36	1	chr11	43446437	chr19	5690529	a59befc0-8e67-4097-a6eb-fa3bf964041b
GF0373	TAF1A	HSPA8	1	chr1	222589816	chr11	123057499	a5d59ee0-aeb1-4ae9-97b2-3e52bf8a2cfd
GF0374	ENSG00000285854	SPCS1	1	chr12	21635343	chr3	52706132	a607d5eb-045e-4318-be0b-bc97e714138c
GF0375	GAS7	MTERF3	1	chr17	10052230	chr8	96257053	a64ef59d-b8fe-43be-924e-b7801d52411c
GF0376	HACD3	XRCC4	1	chr15	65578349	chr5	83104907	a6c41478-dc88-404b-923b-f3baa0dd0633
GF0377	STAT1	ENPP4	1	chr2	191001105	chr6	46146535	a7f729b5-1c82-4632-8aba-f43ea52f97d0
GF0378	NUP98	RPLP0	1	chr11	3797536	chr12	120196701	a89ee0d7-1d59-4d29-90dc-e150103796fb
GF0379	ENSG00000285629	PRORP	1	chr1	6186261	chr14	35122717	a934e36e-992f-4466-a5d1-6aeb1f663360
GF0380	GCOM1	RPL8	1	chr15	57706729	chr8	144789768	a97c79a2-9bbb-44e9-9039-66c174131dc2
GF0381	RPS14	DMD	1	chr5	150447733	chrX	31119225	a9a9419a-b630-4099-bb87-043f82b0d3ac
GF0382	NPM1	MT-CO2	1	chr5	171410880	chrM	7776	a9bc1818-8a7f-4224-8087-b2c9a0ac2f96
GF0383	GOLGA8B	ENSG00000285043	1	chr15	34528463	chr16	30070405	a9fd62b9-e3a3-4b36-830f-5d834b12ffb0
GF0384	HLA-DRB1	FAM3C	1	chr6	32589792	chr7	121348850	aa9a50be-d4d7-4c7d-9f8e-8b7dcf53281e
GF0385	NEPRO	SRA1	1	chr3	113017604	chr5	140551986	ab1f6b24-0c06-481b-9f6a-6d6e075d3c35
GF0386	STMN1	JPT1	1	chr1	25900568	chr17	75136099	ab9e47a1-ce65-40bb-8b18-4b2634dfd212
GF0387	TRIP12	ENSG00000289690	1	chr2	229803688	chr7	100425032	abcd5bcd-a815-40ff-ae64-1c22ec32a2c1
GF0388	IKBIP	ENSG00000259704	1	chr12	98614337	chr15	90841283	ad410cbb-1609-4f07-8e36-676ef00d2758
GF0389	RPLP0	APOBEC3G	1	chr12	120197462	chr22	39079086	af478620-325a-4846-95f4-71f71e30abaf
GF0390	NME1-NME2	ENSG00000256646	1	chr17	51166431	chr7	42917411	afd4339f-8e97-47ee-8d8a-8ecb183abea7
GF0391	DANCR	BNIP3L	1	chr4	52714136	chr8	26383080	b0a36d19-dda1-442e-be45-8aa3f18a7c32
GF0392	USP24	ENSG00000267740	1	chr1	55077289	chr19	5894676	b0e3d552-e64c-4800-b1fd-82b7fe7a976e
GF0393	ATXN10	UBAP1	1	chr22	45700279	chr9	34179239	b184b5a7-41f0-4b19-a80e-c1c1562d4c93
GF0394	NAP1L1	STK10	1	chr12	76050653	chr5	172096489	b1a8a804-fc72-407b-9180-e8d8821c46b7
GF0395	P2RX5-TAX1BP3	MCM4	1	chr17	3669611	chr8	47960923	b1dd0ef8-036b-4290-96c7-0c18f05356dd
GF0396	RPS15A	EEF1A1P5	1	chr16	18782965	chr9	133019435	b217a871-a8ee-400d-8f24-46ab11c278ab
GF0397	NFKBIA	RPL3	1	chr14	35404737	chr22	39312879	b264b710-2cec-4115-980e-24f9220b482e
GF0398	RPS13	CLP1	1	chr11	17077477	chr11	57661864	b2c49a45-9486-4fd0-9218-8fe0b1cf2cc6
GF0399	CAPZB	RPL38	1	chr1	19338785	chr17	74203724	b2ed76f8-fb69-4282-bc15-10178a8179b8
GF0400	HLA-DRA	AHR	1	chr6	32439918	chr7	17345771	b3ce42ff-645c-478d-9931-a508978b407d
GF0401	ENSG00000218175	RPL7A	1	chr2	176201288	chr9	133351418	b4c7186f-b801-403f-b813-f99d19e80706
GF0402	SLC16A3	EIF1AX	1	chr17	82244536	chrX	20127261	b5b6a78f-4cb6-4554-9676-ec797064d16d
GF0403	TUBG1	ATAD2	1	chr17	42615237	chr8	123396394	b642e0d2-0fc9-48e2-acc3-de4de12bbfed
GF0404	RPL18	ANAPC13	1	chr19	48617832	chr3	134477728	b6ea6677-99f2-458f-91ee-eb2a01549638
GF0405	NAA38	FBXO30	1	chr17	7857490	chr6	145793550	b75c0978-78cb-4f9b-9ec8-b83512f171a7
GF0406	ZNF738	COPG2	1	chr19	21375967	chr7	130667535	b76f5a26-342c-4695-96bf-c778238159ba
GF0407	RPL31	RNF4	1	chr2	101006417	chr4	2469130	b7aae9a6-9869-4ad1-be36-7902cfcc6508
GF0408	TFG	TMSB4X	1	chr3	100709547	chrX	12977226	b8158bf6-31f2-4c96-a6da-6747a042dbdf
GF0409	TPT1	ENSG00000267360	1	chr13	45340742	chr19	37165384	b8e920e9-2430-41dc-97c7-394c265fb78c
GF0410	POU2F1	ATP2A2	1	chr1	167424794	chr12	110347314	b9475fa6-2657-4139-bc47-36ff7faec97b
GF0411	EIF4EBP2	PIN4	1	chr10	70423917	chrX	72276233	b94924e4-f8a4-486e-a0a9-1cb4ab42f1d9
GF0412	MAPK1IP1L	IQCG	1	chr14	55065925	chr3	197950933	bc18362d-0962-4c66-b0fe-6cdddee38366
GF0413	ARHGAP18	GTPBP6	1	chr6	129577097	chrX	307815	bc3c85b9-0916-42f2-baf2-b7a9777ae39c
GF0414	ENSG00000280441	CPEB4	1	chr21	8394087	chr5	173889838	bcab20fe-0c85-40d8-a853-f03b47fa7ad9
GF0415	MARCHF5	RPS14	1	chr10	92351855	chr5	150447735	bd08f2f9-980f-4bb5-8b82-4a6c8d671a0f
GF0416	RNASEH2B	RPL23	1	chr13	50970453	chr17	38850472	be7fcbca-bc06-426a-8244-671a6d19d018
GF0417	ENSG00000273269	EIF3H	1	chr2	47176499	chr8	116644838	be80512b-eadd-42a7-be30-a8a420046ab6
GF0418	KNTC1	ENSG00000258760	1	chr12	122594273	chr14	65318490	c0214465-af5e-42c5-9205-81d20ef7d90c
GF0419	PHF14	GTF2I	1	chr7	11111348	chr7	74658070	c05c5311-2844-4f8e-92a7-19959410904f
GF0420	ESD	RB1	1	chr13	46787110	chr13	48364970	c091acc0-b9f3-4ded-9c81-191e2e229a59
GF0421	CD53	PI4K2B	1	chr1	110899921	chr4	25277312	c13a01a6-e418-49cd-9d3a-bcb22590ca12
GF0422	CAP1	ENSG00000258466	1	chr1	40072643	chr14	67676959	c1634f3c-5684-4cf0-82a8-4894405406e6
GF0423	ZDBF2	SH3KBP1	1	chr2	206279543	chrX	19836124	c1a9a8e5-f3f8-482e-b8cb-51ab8ef23292
GF0424	PRDX3	PTMA	1	chr10	119178801	chr2	231713536	c2a93cd1-2106-48a7-932f-5f5d2bc05557
GF0425	EIF3L	LRBA	1	chr22	37888630	chr4	150805369	c32652b9-2f01-4f0f-9ae5-4fe9cc14aa3f
GF0426	SAMD3	BCAP31	1	chr6	130273917	chrX	153724421	c39cb948-8899-476e-af0e-228d693bfd6d
GF0427	HLA-C	LACTB2	1	chr6	31268748	chr8	70669190	c3fa30a7-6431-400c-8cca-4df268f17c84
GF0428	C2orf42	PABPC1	1	chr2	70216993	chr8	100709131	c42ebacd-f75b-46ea-ba29-547d86c423b0
GF0429	CHD1-DT	HLA-DQA1	1	chr5	98955692	chr6	32645659	c4407545-ffff-45ac-8e97-d0a527d8d60d
