##VERSION=0.4.1
##SAMPLE=UnnamedSample
##READTYPE=UNKNOWN
##TIME=2024-09-03T03:27:17.604573110Z
##COMMAND=pbfusion discover --gtf /Reference/annotation.bin --output-prefix /dataset/pbfusion/pbfusion --threads 50 --min-coverage 1 -b /dataset/pbfusion/NA12878_ONT_dRNA_Q10.bam
##INFO=<ID=RC,Number=1,Type=Int,Description="Number of reads supporting breakpoints">
##INFO=<ID=MD,Number=1,Type=Float,Description="Mean breakpoint variability (bp)">
##INFO=<ID=GN,Number=List,Type=String,Description="Gene names in breakpoint cluster from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GI,Number=List,Type=String,Description="Gene IDs from reference GTF. Segments not matching known genes are annotated as "N/A".">
##INFO=<ID=GC,Number=List,Type=Int,Description="Read support counts per gene name">
##INFO=<ID=CL,Number=1,Type=String,Description="Annotation of alignment classes [Fusion, ReadThrough, Unannotated, or SenseAntisense]">
##INFO=<ID=MQ,Number=2,Type=Float,Description="Phred-encoded mean map qualities for source and sink breakpoints, respectively; averaged in error probability space, not phred scores">
##INFO=<ID=MI,Number=2,Type=Float,Description="Mean alignment identity for the source and sink breakpoints, respectively">
##INFO=<ID=SA,Number=2,Type=Int,Description="Supplemental alignment counts for the source and sink">
##INFO=<ID=BP,Number=1,Type=Int,Description="Number of breakpoint pairs in cluster">
##INFO=<ID=EX,Number=2,Type=Int,Description="Counts of exonic breakpoints for the source and sink">
##INFO=<ID=IN,Number=2,Type=Int,Description="Counts of intronic breakpoints for the source and sink">
##INFO=<ID=AC,Number=List,Type=String,Description="Annotation of all breakpoints supported by reads in this cluster.">
##EXTRA=<ID=RN,Number=List,Type=String,Description="Names of reads contributing support">
##EXTRA=<ID=ON,Number=List,Type=String,Description="Names of reads contributing support if read clustering was used">
##EXTRA=<ID=CB,Number=List,Type=String,Description="Single cell barcodes contributing support">
#chr1	start1	end1	chr2	start2	end2	id	score	strand1	strand2	info	extra
chr7	108994037	108994038	chr10	123163818	123163819	BP548	MEDIUM	-	+	RC=105;MD=21.2;GN=BUB3P1,BUB3;GI=ENSG00000227968.1,ENSG00000154473.18;GC=105,105;CL=PotentialTransSplicing:105;MQ=10.2771,26.1472;MI=0.853546,0.887733;SA=88,17;BP=105;EX=105,105;IN=0,0;AC=chr10:123155107+/chr7:108994788-,chr7:108994037-/chr10:123163818+	RN=8d545cc9-038b-4c14-a506-d19eb780e5be-ccs,22cd3b4a-8db7-40a4-97ca-bf610f61c504-ccs,14ebe2ba-b404-434e-ada3-540e01c93b44-ccs,01b3d12f-f5ef-4425-be82-fb0dc42cd470-ccs,24bb4975-116b-42e9-b2d4-4413b50bbca4-ccs,1f406f61-3891-47c8-bfde-ab042d3ecaa3-ccs,16ed88e4-e548-4278-9e81-c57aa047d0bd-ccs,d1c9d518-b7b8-42b3-8341-9e74faf01a6f-ccs,1206970a-2a0d-4df0-8681-7d5cd9808d37-ccs,edab2d99-968b-436b-b390-313b8e6a00c1-ccs,0c4616ea-3aa2-4fcc-9ba2-937136876019-ccs,a5d3b015-ba26-4f24-8ba3-3debc968bcc2-ccs,5be4ff60-67d3-4625-9279-1152938bfc68-ccs,3bca6552-a28a-40d4-9450-a527a7cccff1-ccs,c4572952-1c12-40dc-9df1-498fa0cd8ca5-ccs,5c972d2c-27f9-4710-8454-75e2bd2bf39f-ccs,9ec965aa-01d6-4bd1-bbc1-ceddf2655aa4-ccs,08e90b66-4151-444f-9e71-6326258dd2a2-ccs,be43c351-21db-40f4-82d4-e24630ff1cb0-ccs,89d28506-7d76-4f60-b2f4-f3af48bd5a6e-ccs,5c08d7d9-dc71-4c9b-b71f-d0964802100b-ccs,98bf134f-2f0f-411a-b392-65ac0c48efb1-ccs,06f03bd8-e023-429d-84d1-70425891b88e-ccs,05526ac1-fec0-428c-bd42-cbb1b9571465-ccs,783361db-f925-4cbe-a501-a3aff82e89f5-ccs,260b4ce6-7385-481b-a894-219ea29b28ec-ccs,f2a12fcc-2e9f-426a-aaf4-586b56f3858b-ccs,1fe664ee-3085-4e86-80b0-18f63568d7f6-ccs,8183d9f1-81fd-47be-aed2-c11f22b1af0d-ccs,aab4e421-04e1-42da-b3df-d75f37a489f2-ccs,dd2a3fa0-2677-43cc-bc26-fbff6f139f26-ccs,f8826d73-e22d-4fbb-acc5-cb64cbb822b9-ccs,4df2f193-2133-405b-91a1-7c6ecaa4ab07-ccs,1bcf9611-0a5b-41a7-bccb-fc1064c76610-ccs,bd99b8e6-ba93-4fb0-abc0-c02b6183c200-ccs,888b91e2-af26-49d3-820b-a31e09c516db-ccs,749f8002-f4aa-4096-991e-dcc5adc32a3a-ccs,1eba8b40-a594-4707-a749-62777e9698c1-ccs,5fdad439-5e63-4eb7-8fb3-94cdddbb1d3d-ccs,82756ae1-6066-4fc8-9fa4-f62e3e3cf138-ccs,0435c264-84a3-4b5a-a7aa-df24fbade465-ccs,265521df-c565-42e9-8e1e-a536fff996c9-ccs,736ba573-2ed4-4052-80f8-37c73181d0fd-ccs,e6e372d5-f9fb-477b-b99c-1da6ecf410ed-ccs,e2ac8ab7-094c-4f49-9d22-f27a4d548a6b-ccs,639ef54b-56a8-4e23-9763-87760d79248b-ccs,ccc4a556-d822-40d3-8d25-6cebd2324873-ccs,aeb0dafe-d057-4a69-a4a4-af2c41389eeb-ccs,b61bc386-7c26-4e38-b363-2f14374d529a-ccs,03757ad8-3856-4afa-b2be-851e4f5f939c-ccs,84208527-1780-4d60-95ba-fef1dcbd6f9b-ccs,a9ed4fb4-7cf4-43be-b90d-680840c07c19-ccs,e7765914-e951-454b-b381-f43adb152aba-ccs,42133333-5cb4-4054-85ce-6e103686b874-ccs,5647070b-1553-4aec-8829-1d58e53205e5-ccs,ae2fccb8-f0ce-4f48-8897-edaf39d9e78d-ccs,a6a8b5b1-f55c-4de7-8e48-9ea63573af8a-ccs,d064a7d4-b57a-4f9c-82f0-c2eb03e51e1f-ccs,cd4994eb-7812-4cb6-b904-e9b8e2ce262c-ccs,b7fa7f2e-2d22-4d07-90bc-1aa2344d5520-ccs,30f080b4-d5d1-48a7-a4d0-5ce52d2fba64-ccs,23596b70-8a1c-441b-a053-95e2c5802134-ccs,ca93cc82-7c50-4ed1-8bb6-0babd06212f8-ccs,559f4c4d-6aca-47ed-ae0b-d31e0d3b1a33-ccs,907c3164-f326-4c6f-9980-1925b7cae691-ccs,72650d96-d37c-4bb3-bc6e-4f8ad99e4883-ccs,7e0b31e0-829b-4ae8-98ae-a1fb852d8fb0-ccs,7695aee6-be66-4aba-9919-f9321ab020ed-ccs,3d181b26-5d03-436f-a1be-c8239136b057-ccs,6ebfdb9b-a973-4b09-b90b-157188620504-ccs,fa708342-08d2-4708-b7f3-a483d60b96d9-ccs,5d0e6efc-b6f5-4d9d-850b-33866daee48b-ccs,3ac1c040-f227-40a9-8abc-d204695cd158-ccs,3a3fd96e-6418-416b-a1da-42b94980f507-ccs,f6e78fa4-bea8-4cdd-b57a-042559a71219-ccs,c36ad805-d245-4f4d-aeb9-be2083bb67ad-ccs,95288088-c9e0-45da-aa5f-e0c038139cf0-ccs,7b9c20fd-52f0-4877-951d-ea9a6b8c646d-ccs,f6f0683e-f272-4a9d-acd9-4448aa1e4d6c-ccs,3e44547d-6ac9-488a-ae2a-27a433e17806-ccs,6acf8c24-9f45-460c-a819-d8ae26752e81-ccs,c4c88026-5e11-4e14-beb1-3dac34d0ca48-ccs,60b39742-eb31-4e40-b2d3-ef1260f7dec8-ccs,c25d29a7-59dc-43e7-8674-f052651861b3-ccs,ebf6c40b-0240-4fae-ae89-157823680983-ccs,01676993-5c9d-45f3-8119-cb6c7c1334b5-ccs,8f204fc0-3046-45ce-b36d-4f4dd74de3a0-ccs,1597c42c-1cfb-49ff-97ff-ae743afb6c09-ccs,7a15ac48-22bd-4255-b359-1fe5656be72e-ccs,622c975e-9189-4c22-9831-5efc7c1d0270-ccs,27182adf-cdaf-49f6-9883-4cc4b6c89dd8-ccs,3ea8f800-e3fe-4759-9f92-c1d4f9e84d88-ccs,9fa77ef7-11c2-4f1c-9c63-9e231a4b3955-ccs,c2988917-7544-4df0-91c7-773fbcec2ef1-ccs,c2083a03-8ee8-4bc7-9113-43bd5d51311b-ccs,1d6a55fb-1c64-41bd-a862-ae0b621efa38-ccs,435c1bab-d42f-4bdd-9630-74c98cc66da8-ccs,5146e1a4-e3a7-4117-b760-67b736620e86-ccs,c42f716d-df59-4c89-872b-4cc97ed57b30-ccs,cd77cc27-15cf-4da2-ae1f-16fcacf8737f-ccs,c8317b36-c455-4f15-ad0b-059ceec7f248-ccs,d85e42c3-14f7-4bc0-9c7e-aff0af5a2028-ccs,f3360528-2658-4bc4-8974-aa7a388afe57-ccs,e2bcd383-61a6-482e-a7a5-90d6c8235588-ccs,5479b553-7d13-4687-81c4-76436cde23de-ccs;ON=.;CB=.
chr7	108994258	108994259	chr10	123162607	123162608	BP547	MEDIUM	-	+	RC=41;MD=46.2;GN=BUB3P1,BUB3;GI=ENSG00000227968.1,ENSG00000154473.18;GC=41,41;CL=PotentialTransSplicing:41;MQ=14.0537,55.1534;MI=0.85098,0.888829;SA=38,13;BP=41;EX=41,41;IN=0,0;AC=chr10:123155107+/chr7:108994788-,chr7:108994258-/chr10:123162607+	RN=6dafac6e-95fa-423c-9c3b-ff677e124036-ccs,987320d0-2d41-408a-8050-79dd7a8c9b27-ccs,2c060ea9-33f1-4e41-9df2-53b259febb9e-ccs,2207068b-724f-4799-ae82-dcfe36ecec2b-ccs,91517f42-74fc-4a38-af7e-4f0756ff8b8e-ccs,34fcd209-c7de-4704-91d8-9ae8af7311e4-ccs,5c6ece7a-1b23-4b6f-ab42-e7a543ac2cfc-ccs,0c2d14d7-bcff-4066-8353-3edaac9c7466-ccs,7d28373e-6f4f-482b-9f58-39541492d53e-ccs,3d9e5855-5451-4688-a996-6578d5f4bf5a-ccs,e2495555-e4ba-4479-b6b4-9d40388e07f5-ccs,536feb09-16fa-4df6-9216-b32dfed9a0c9-ccs,2fbdcfda-f62d-4986-811c-f54bdb23da26-ccs,14571e5a-46d5-4c14-81fe-a7d2e268d9a8-ccs,cfd44396-d49a-409a-8639-c6654f4566a9-ccs,5870b224-1bde-45fd-8246-05234e46b228-ccs,f54eb2db-8e85-4732-a7e2-83fbd5f9aa2d-ccs,586b537f-e85a-4752-b768-3f0d7032b4dd-ccs,7cc32da0-ea5a-4651-a314-feea6c2f2440-ccs,ee227f8d-7398-4654-b08a-0034d9c1b531-ccs,860b1fd8-8056-4f2f-8bf7-cacc3263aa7c-ccs,c7cb3113-5b9e-48c0-90f7-84b96a6b7dad-ccs,b0fcb933-958e-4f9f-a4af-34d1a7988d33-ccs,0dd3b3d3-53df-4e30-80dd-c4e8e612a5be-ccs,8fa75350-461b-43b7-82b4-430746f2751f-ccs,475e11ea-b9b5-49a1-89e8-80f701eeb695-ccs,4cd43a4d-c0f1-4715-bf59-c112d1731a93-ccs,4c4bde02-ccaf-4d7d-8959-69c18e941bd3-ccs,29cde479-0538-44d3-b9a4-5e1b3a52dcc2-ccs,f1c40ce2-1ca3-466e-8f00-db2a8d11d122-ccs,021915db-c37b-4e0f-9b76-8d0852e6c5ab-ccs,5c5d2622-df65-40b9-b80f-00572d67884d-ccs,018e6117-7617-4ee3-b5bb-2cad78f23c98-ccs,1ebefeef-7709-4ace-90b0-60f2a4dce76b-ccs,c41d9075-fcc4-440d-9f70-ee85d5c8c8d4-ccs,22b6efb3-e95c-4394-8341-d82fd3f13e3b-ccs,ea8283f3-8ddd-4ca3-a7bf-552bf3ee21a4-ccs,a61886d8-7bd6-4ffd-876c-f14f6eec0400-ccs,a9712eda-7f98-4bb7-b941-14d5b8a67f58-ccs,38f14a13-c456-4fec-914e-025a993e1e54-ccs,c3f1bfb3-6ffd-4a32-b803-0339495eefe2-ccs;ON=.;CB=.
chr7	112735252	112735253	chr13	23730437	23730438	BP552	MEDIUM	-	-	RC=4;MD=4.62;GN=MIPEP,MIPEPP1;GI=ENSG00000027001.10,ENSG00000225358.1;GC=4,4;CL=FUSION:4;MQ=7.56418,60;MI=0.886692,0.900658;SA=4,1;BP=4;EX=4,4;IN=0,0;AC=chr13:23841332-/chr7:112736039-,chr13:23869290-/chr7:112736153-,chr13:23870009-/chr7:112736152-,chr13:23886338-/chr7:112736144-,chr7:112735252-/chr13:23730437-	RN=313e5008-ac4f-4ae8-83de-d88ab7e05e4a-ccs,27032b46-1f28-4a9c-b0d7-fb0bc62e2aa4-ccs,245e0615-6595-418e-afd4-5df5e4e6e5d1-ccs,2c418ae4-15f5-42a0-9359-6a952b30967d-ccs;ON=.;CB=.
chr7	112737793	112737794	chr13	23841484	23841485	BP553	MEDIUM	-	-	RC=1;MD=0;GN=MIPEP,MIPEPP1;GI=ENSG00000027001.10,ENSG00000225358.1;GC=1,1;CL=FUSION:1;MQ=60,28.769;MI=0.901672,0.899616;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr13:23886361-/chr7:112738258-,chr7:112737793-/chr13:23841484-	RN=3bcfe15b-29b1-4193-a9bd-280e50d3ae73-ccs;ON=.;CB=.
chr7	112738205	112738206	chr13	23870190	23870191	BP554	MEDIUM	-	-	RC=1;MD=0;GN=MIPEPP1,MIPEP;GI=ENSG00000225358.1,ENSG00000027001.10;GC=1,1;CL=FUSION:1;MQ=58,4.98111;MI=0.963636,0.912188;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr7:112738205-/chr13:23870190-	RN=19b47287-db83-4ee1-90da-b28c5124471d-ccs;ON=.;CB=.
chr7	116972506	116972507	chr1	154172956	154172957	BP532	MEDIUM	-	-	RC=1;MD=0;GN=TPM3,TPM3P1;GI=ENSG00000143549.22,ENSG00000213050.5;GC=1,1;CL=FUSION:1;MQ=18.0098,37.9966;MI=0.894063,0.868964;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr1:154182988-/chr7:116972779-,chr7:116972506-/chr1:154172956-	RN=68cbf510-0c7a-49ad-95e9-53504c2a08dd-ccs;ON=.;CB=.
chr7	121360041	121360042	chrX	23076661	23076662	BP570	MEDIUM	-	+	RC=1;MD=0;GN=FAM3C,FAM3C2P;GI=ENSG00000196937.11,ENSG00000174028.6;GC=1,1;CL=FUSION:1;MQ=60,12;MI=0.869832,0.921488;SA=0,1;BP=1;EX=0,0;IN=1,0;AC=chr7:121360041-/chrX:23076661+	RN=951cf7e4-ca6d-438b-a35b-e0dbaa7eacfa-ccs;ON=.;CB=.
chr7	128975830	128975831	chr6	50898217	50898218	BP540	MEDIUM	-	-	RC=1;MD=0;GN=TNPO3,ENSG00000216913;GI=ENSG00000064419.14,ENSG00000216913.2;GC=1,1;CL=PotentialTransSplicing:1;MQ=43.6959,27.7695;MI=0.938583,0.887614;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr6:50898123-/chr7:128972587-,chr7:128975830-/chr6:50898217-	RN=49af9aab-c8ec-413e-8af2-f9a61fa1247a-ccs;ON=.;CB=.
chr7	128978981	128978982	chr6	50898210	50898211	BP541	MEDIUM	-	-	RC=1;MD=0;GN=TNPO3,ENSG00000216913;GI=ENSG00000064419.14,ENSG00000216913.2;GC=1,1;CL=PotentialTransSplicing:1;MQ=7.9883,18.0204;MI=0.943271,0.905312;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr6:50898123-/chr7:128972587-,chr7:128978981-/chr6:50898210-	RN=c6e69fff-4517-4f72-b558-9464a49ed954-ccs;ON=.;CB=.
chr7	128978981	128978982	chrX	114389139	114389140	BP566	MEDIUM	-	-	RC=1;MD=0;GN=TNPO3,ENSG00000230502;GI=ENSG00000064419.14,ENSG00000230502.1;GC=1,1;CL=PotentialTransSplicing:1;MQ=60,26.0094;MI=0.938291,0.869269;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr7:128978981-/chrX:114389139-,chrX:114388886-/chr7:128955198-	RN=0315be40-c261-48da-aeeb-003c3df3bd5d-ccs;ON=.;CB=.
chr7	128978982	128978983	chrX	114389381	114389382	BP571	MEDIUM	-	+	RC=1;MD=0;GN=TNPO3,TNPO3P1;GI=ENSG00000064419.14,ENSG00000271686.1;GC=1,1;CL=PotentialTransSplicing:1;MQ=44.6112,7.02015;MI=0.952946,0.891173;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr7:128978982-/chrX:114389381+,chrX:114389586+/chr7:128972587-	RN=6063488f-3f00-4338-978c-552cd8856108-ccs;ON=.;CB=.
chr7	129066148	129066149	chr3	128060509	128060510	BP534	MEDIUM	-	+	RC=1;MD=0;GN=ENSG00000242162,SEC61A1;GI=ENSG00000242162.1,ENSG00000058262.11;GC=1,1;CL=FUSION:1;MQ=15,60;MI=0.85,0.933631;SA=1,1;BP=1;EX=0,1;IN=0,0;AC=chr7:129066148-/chr3:128060509+	RN=f0ffd27d-a655-4193-b320-718a82fbd805-ccs;ON=.;CB=.
chr7	129066223	129066224	chr3	128069489	128069490	BP536	MEDIUM	-	+	RC=2;MD=4.25;GN=SEC61A1,ENSG00000242162;GI=ENSG00000242162.1,ENSG00000058262.11;GC=2,2;CL=FUSION:2;MQ=5.76255,60;MI=0.882328,0.884683;SA=2,0;BP=2;EX=1,2;IN=0,0;AC=chr3:128052558+/chr7:129066386-,chr7:129066223-/chr3:128069489+	RN=350a2143-ec75-40e4-b492-ae31505383c9-ccs,c17c7c18-5399-4dfa-af67-e683ddafb518-ccs;ON=.;CB=.
chr7	131662528	131662529	chr2	206160584	206160585	BP532	MEDIUM	-	+	RC=2;MD=9.5;GN=EEF1B2P6,EEF1B2;GI=ENSG00000213261.3,ENSG00000114942.14;GC=2,2;CL=FUSION:2;MQ=42.5549,60;MI=0.901869,0.892682;SA=2,0;BP=2;EX=0,2;IN=0,0;AC=chr7:131662528-/chr2:206160584+	RN=620996eb-a643-4694-b0b3-bd7ac29d93d1-ccs,ec220815-49fe-4266-bed5-af7412f5b62c-ccs;ON=.;CB=.
chr7	131753812	131753813	chr8	124549790	124549791	BP544	MEDIUM	-	+	RC=9;MD=9.67;GN=NDUFB9,NDUFB9P2;GI=ENSG00000147684.10,ENSG00000236281.1;GC=9,9;CL=FUSION:9;MQ=13.9255,44.4261;MI=0.907435,0.90837;SA=3,7;BP=9;EX=9,9;IN=0,0;AC=chr7:131753812-/chr8:124549790+,chr8:124539261+/chr7:131754128-,chr8:124543157+/chr7:131753955-	RN=3c91efb3-f6c9-4484-8f93-c414b1f548d4-ccs,187499f2-5702-4726-860c-6450a1ead908-ccs,de0df6ea-931f-4cc7-b9ae-42c894f82ff8-ccs,8b37e3c4-a338-424c-a6e4-040eac05acc4-ccs,93976bec-41ba-4f2d-b5b2-7f974158ca90-ccs,447547d7-f902-4b4f-9798-e2bf152f3453-ccs,39845a17-e2e9-4bbd-a1f3-c95b64a3854d-ccs,d9020531-440b-4aca-9510-c49acae1024b-ccs,794fb997-037d-435e-98ed-ee3f0526371e-ccs;ON=.;CB=.
chr7	133081959	133081960	chr1	27201495	27201496	BP533	MEDIUM	-	-	RC=2;MD=3;GN=CHCHD3,CHCHD3P3;GI=ENSG00000106554.13,ENSG00000214973.3;GC=2,2;CL=FUSION:2;MQ=60,60;MI=0.865278,0.851229;SA=2,0;BP=2;EX=2,0;IN=0,0;AC=chr7:133081959-/chr1:27201495-	RN=73beb73c-bc4c-4b9f-9e95-4102fa545731-ccs,c1079796-d9b4-4e63-b4bc-5c72299c61ee-ccs;ON=.;CB=.
chr7	133169537	133169538	chr22	40826668	40826669	BP566	MEDIUM	-	-	RC=40;MD=13.7;GN=ST13P7,ST13;GI=ENSG00000237821.1,ENSG00000100380.15;GC=40,40;CL=FUSION:40;MQ=54.7117,17.0196;MI=0.860301,0.87506;SA=40,0;BP=40;EX=24,40;IN=0,0;AC=chr22:40856533-/chr7:133170508-,chr7:133169537-/chr22:40826668-	RN=d212075a-e491-433a-bcb7-711d9ebe057a-ccs,29a90f50-28e8-446b-b750-4d0ff3c39957-ccs,58bba6dd-25aa-403b-addb-b9211ff03259-ccs,8ed10611-d649-4f8c-b36a-d5b3e5f4610b-ccs,6b789e40-0a10-4baf-a1bb-0f885199e32b-ccs,545f842f-c82e-4e43-8c53-ad2495259fb0-ccs,7f8456c4-b041-4f4c-ac3d-67078b763acb-ccs,024d78d3-ecb9-4db7-8fe4-d5022940f283-ccs,7c16d6b9-482d-418c-b641-4ed2dec30154-ccs,e681793c-78f9-480e-948a-66630e90e302-ccs,31032255-d038-4458-8d47-d51a5e330f4a-ccs,5e2062b9-fd65-4c8d-b442-e83af6c1ee9d-ccs,b412ed8e-63d6-4203-a796-4f91cc26dbd2-ccs,01352a23-7046-48f4-a0a6-938def5d0f8c-ccs,c24a9217-e407-47fd-9820-618b2b9415f8-ccs,2e8a14c4-b61d-48da-9343-5cd203779065-ccs,55ca0f4c-9a86-456c-b351-2e39842f5b8a-ccs,82c4ce94-1653-4d99-9aef-b4bfd4b9e927-ccs,5133f309-0f47-40a7-b0a8-b5c180fcc5bb-ccs,bbae3a6f-7781-4521-9299-1368dc5f5ec4-ccs,283d3a48-9efd-45ef-bd50-4b7497bb127f-ccs,fcf2b7f7-0a9a-42e9-a5d6-df73af7675b7-ccs,8b1c3f21-b71d-4a5d-a947-50fcf5089b61-ccs,a9f137a4-1cc9-4e5f-963a-c411f5b6220f-ccs,859baf01-761a-45b8-adc0-40abf5e1cf5c-ccs,614999f1-b84d-4a7d-8535-ed1e419170af-ccs,6171e330-b08a-42ca-a000-d82b6388321b-ccs,a3ac533b-fa03-4d85-b2e5-16d2ad922d48-ccs,f287eb7f-3688-4161-8a85-f5ca2ddf5992-ccs,612ef6c6-afe1-47d0-8d03-15da4255326a-ccs,8dbd4da6-d77d-453c-a14c-4ec21e451c59-ccs,0dba7ca5-852a-400b-a4a8-d43c43834c3b-ccs,afb0f85c-9a8e-4034-888e-88fae1ca3f67-ccs,e3eba609-c742-450f-926d-c0d703c42b30-ccs,e869a1b4-956f-40a0-a0d0-9261b37c4e0e-ccs,c1210f6a-ea2b-46fb-a2dc-0040c2ad6adf-ccs,456efbb9-dca5-48ba-a11b-9574dcc47db3-ccs,445a47ef-0d77-47f3-ba90-f88a34982204-ccs,562d2afb-8da2-4bc9-bfaa-23fb6d8e2ff3-ccs,35058094-8bb1-4e0d-a757-f0282d3f5f22-ccs;ON=.;CB=.
chr7	134459045	134459046	chr11	16484690	16484691	BP549	MEDIUM	-	-	RC=3;MD=18.3;GN=AKR1B1,AKR1B1P3;GI=ENSG00000085662.14,ENSG00000213785.3;GC=3,3;CL=FUSION:3;MQ=40.7368,35.8552;MI=0.944511,0.854231;SA=3,2;BP=3;EX=3,1;IN=0,2;AC=chr11:16483777-/chr7:134442771-,chr7:134459045-/chr11:16484690-	RN=834db6ae-1cab-4767-b3d1-6c3cb0f83f02-ccs,c2b24946-dba8-4471-aea6-be86a9fa3da8-ccs,1d24edd7-348f-4028-bc18-6024e9a31257-ccs;ON=.;CB=.
chr7	139172613	139172614	chrX	11774976	11774977	BP572	MEDIUM	-	+	RC=1;MD=0;GN=MSL3,ENSG00000239254;GI=ENSG00000005302.19,ENSG00000239254.1;GC=1,1;CL=FUSION:1;MQ=51.6783,60;MI=0.890888,0.894875;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr7:139172613-/chrX:11774976+,chrX:11768671+/chr7:139172801-	RN=d876f6c9-d6e4-4a86-8d1e-beb1940415b8-ccs;ON=.;CB=.
chr7	139173536	139173537	chrX	11765478	11765479	BP573	MEDIUM	-	+	RC=1;MD=0;GN=MSL3,MSL3P1,ENSG00000239254;GI=ENSG00000005302.19,ENSG00000224287.2,ENSG00000239254.1;GC=1,1,1;CL=FUSION:1;MQ=21.7601,60;MI=0.864265,0.881159;SA=1,0;BP=1;EX=1,1;IN=0,0;AC=chr2:233867034-/chr7:139173728-,chr7:139173536-/chrX:11765478+,chrX:11760299+/chr2:233867337-	RN=8c0453c3-d578-48e5-9c93-5421a96d4d36-ccs;ON=.;CB=.
chr7	140479155	140479156	chrX	40834784	40834785	BP575	MEDIUM	-	+	RC=7;MD=24.1;GN=MKRN1,MKRN4P;GI=ENSG00000133606.11,ENSG00000238222.3;GC=7,7;CL=PotentialTransSplicing:7;MQ=19.4183,45.7903;MI=0.91138,0.867916;SA=7,7;BP=7;EX=7,7;IN=0,0;AC=chr7:140479155-/chrX:40834784+,chrX:40835365+/chr7:140456857-,chrX:40835822+/chr7:140454689-	RN=17c9c7f0-ba72-41b7-b8aa-044ce34e6c85-ccs,e3158eea-bbc1-46dd-90a5-9eaf932dfca0-ccs,257a277e-03d5-4b51-8bd1-a2f8eeea9e61-ccs,a5fb1881-9191-457c-af77-c2663958c11d-ccs,b5dd9ed5-99b5-40a0-bf1c-137af4ed2d6a-ccs,4b972221-fb24-4694-a0a8-3bf38b063c5d-ccs,1b9eb2cc-6162-48c1-a0a4-ec3e264294f0-ccs;ON=.;CB=.
chr7	140479214	140479215	chr12	87784431	87784432	BP552	MEDIUM	-	-	RC=10;MD=50;GN=MKRN1,MKRN9P;GI=ENSG00000133606.11,ENSG00000258128.2;GC=10,10;CL=PotentialTransSplicing:10;MQ=53.1148,13.5466;MI=0.899248,0.872353;SA=10,10;BP=10;EX=10,10;IN=0,0;AC=chr12:87783331-/chr7:140454729-,chr7:140479214-/chr12:87784431-	RN=63a45cc5-ea6d-4ea0-92b7-7e1a1b580f59-ccs,5c4c0b63-c141-44dc-bbb4-44f6244497bb-ccs,bad4877f-8d41-4db4-a3ee-816c3136cb48-ccs,9d9899a4-7c29-4689-95a6-abb640bcee15-ccs,fbfa6b01-ccb8-47d0-b659-c7d2a78f5353-ccs,1224f8e3-2615-43d8-86e2-6c4e126e51c4-ccs,c0e75515-4491-4582-b6f6-990997334a88-ccs,dd1bb71b-a53f-45fa-85e2-ae6bf282bddc-ccs,5dfbfa22-f5d7-498c-9102-89e119ddc4bc-ccs,8a6a4d6c-7d40-4d15-885d-ceb82aa81373-ccs;ON=.;CB=.
chr7	143312735	143312736	chr5	131159501	131159502	BP540	MEDIUM	-	-	RC=4;MD=51.8;GN=HINT1P1,HINT1;GI=ENSG00000231531.5,ENSG00000169567.13;GC=4,4;CL=FUSION:4;MQ=12.2558,15.0204;MI=0.864074,0.903227;SA=2,2;BP=4;EX=4,4;IN=0,0;AC=chr7:143312735-/chr5:131159501-	RN=11c79855-9581-44a2-a2c0-ad9b4ac5cde2-ccs,a99022ed-6dd3-47b3-900c-a91f22dbbee3-ccs,8439e608-d2f8-4680-862c-d2e27eba4780-ccs,ed93f293-a5f0-4fc9-ae92-e042e80a9b90-ccs;ON=.;CB=.
chr7	143860220	143860221	chr7	143602798	143602799	BP606	MEDIUM	-	+	RC=1;MD=0;GN=TCAF1,TCAF1P1,N/A;GI=ENSG00000198420.10,ENSG00000223459.6,N/A;GC=1,1,1;CL=PotentialTransSplicing:1;MQ=4.72799,0.308438;MI=0.896924,0.886321;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr7:143860220-/chr7:143602798+,chr7:143875987-/chr7:143598041+,chr7:143599009+/chr7:143860430-,chr7:143604824+/chr7:143607793+	RN=8a14834c-68eb-4da6-8650-0d0c4c3e3982-ccs;ON=.;CB=.
chr7	143861102	143861103	chr7	143602771	143602772	BP608	MEDIUM	-	+	RC=1;MD=0;GN=TCAF1,TCAF1P1;GI=ENSG00000198420.10,ENSG00000223459.6;GC=1,1;CL=PotentialTransSplicing:1;MQ=0,1.75874;MI=0.91848,0.873737;SA=1,1;BP=1;EX=1,1;IN=0,0;AC=chr7:143861102-/chr7:143602771+,chr7:143603107+/chr7:143857268-	RN=87962256-a197-4f35-a39d-05e7caddb790-ccs;ON=.;CB=.
